start_stop,vid_cid,label,VAD,text,vid,i,path
[240.3577 - 244.3490],Ses03M_impro06_F020,sad,"[1.5000, 1.5000, 4.0000]",Now I can't.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F020.wav
[13.5804 - 16.6469],Ses03M_impro06_M000,sad,"[3.0000, 2.0000, 2.5000]",I ah--,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M000.wav
[17.2553 - 20.0055],Ses03M_impro06_M001,sad,"[3.5000, 2.5000, 2.5000]",alright.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M001.wav
[21.3927 - 24.4349],Ses03M_impro06_M002,sad,"[2.5000, 2.0000, 3.0000]",Yeah.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M002.wav
[30.8844 - 35.1434],Ses03M_impro06_M003,sad,"[2.5000, 2.0000, 3.0000]",It just feels like I was talking to him yesterday.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M003.wav
[40.1813 - 44.4160],Ses03M_impro06_M004,sad,"[2.5000, 2.5000, 3.5000]",He was my only friend growing up.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M004.wav
[44.4890 - 48.8941],Ses03M_impro06_M005,sad,"[2.0000, 2.0000, 3.5000]",no one else would talk to me but he would.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M005.wav
[48.9915 - 53.5183],Ses03M_impro06_M006,sad,"[2.0000, 2.5000, 3.5000]",He was supposed to be the best man at my wedding.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M006.wav
[57.8747 - 60.7465],Ses03M_impro06_M007,sad,"[2.5000, 3.0000, 3.0000]",Yeah.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M007.wav
[60.8439 - 68.7049],Ses03M_impro06_M008,sad,"[3.0000, 2.5000, 3.5000]",You know I was always the one to tell him to be more wild you know?,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M008.wav
[68.9240 - 74.4242],Ses03M_impro06_M009,sad,"[2.5000, 2.5000, 3.5000]",And he just took it overboard.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M009.wav
[82.6990 - 88.6860],Ses03M_impro06_M010,sad,"[2.0000, 2.0000, 3.0000]",You know a stupid case of drunk driving it's just...,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M010.wav
[88.9294 - 94.2593],Ses03M_impro06_M011,sad,"[2.0000, 2.5000, 3.5000]","and the worst part of it is that he was in the car with his girlfriend,",Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M011.wav
[94.3324 - 97.4719],Ses03M_impro06_M012,sad,"[1.5000, 3.0000, 3.0000]",his girlfriend got killed too.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M012.wav
[97.5449 - 100.9765],Ses03M_impro06_M013,sad,"[2.0000, 2.5000, 3.5000]",And the car that he hit was his family.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M013.wav
[103.0452 - 106.1847],Ses03M_impro06_M014,sad,"[2.0000, 3.0000, 3.5000]",The mother and father died--,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M014.wav
[106.3064 - 111.1739],Ses03M_impro06_M015,sad,"[2.0000, 2.5000, 3.0000]",and the kids are paralyzed in a coma right now.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M015.wav
[112.0501 - 116.6986],Ses03M_impro06_M016,sad,"[2.5000, 3.0000, 3.5000]",and just going to the funeral it's-,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M016.wav
[117.0150 - 121.9555],Ses03M_impro06_M017,sad,"[1.5000, 3.0000, 4.5000]","-do I miss him or do I hate him, you know?",Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M017.wav
[137.9453 - 142.8858],Ses03M_impro06_M018,sad,"[2.5000, 2.0000, 3.0000]",I was supposed to see him last summer,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M018.wav
[143.6889 - 152.0367],Ses03M_impro06_M019,sad,"[2.5000, 2.5000, 4.0000]",then I got busy with work and stuff and three years go by,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M019.wav
[152.3044 - 156.2958],Ses03M_impro06_M020,sad,"[2.5000, 1.5000, 3.5000]",and then something like this happens you know?,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M020.wav
[156.4905 - 161.4797],Ses03M_impro06_M021,sad,"[2.5000, 3.0000, 3.5000]",I mean I haven't even talked to him on the phone for the past three months.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M021.wav
[161.7717 - 164.8139],Ses03M_impro06_M022,sad,"[2.0000, 2.0000, 3.5000]",He's supposed to be my best friend.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M022.wav
[175.1087 - 178.2726],Ses03M_impro06_M023,sad,"[2.0000, 1.5000, 3.5000]",It's so fucked up.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M023.wav
[182.0206 - 184.6003],Ses03M_impro06_M024,sad,"[3.0000, 3.5000, 2.5000]",Why is that?,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M024.wav
[185.4522 - 189.8573],Ses03M_impro06_M025,sad,"[3.0000, 2.0000, 3.5000]",He was studying to be a doctor.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M025.wav
[190.0520 - 199.5193],Ses03M_impro06_M026,sad,"[2.5000, 3.0000, 4.0000]","I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M026.wav
[199.6100 - 204.8248],Ses03M_impro06_M027,sad,"[2.5000, 2.5000, 3.0000]",What the...what am I doing?,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M027.wav
[204.8979 - 208.8892],Ses03M_impro06_M028,sad,"[2.5000, 3.0000, 3.5000]",Working for corporate America?  Wow.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M028.wav
[209.0109 - 212.8562],Ses03M_impro06_M029,sad,"[2.5000, 3.0000, 3.5000]",He actually wanted to do something.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M029.wav
[219.2327 - 221.3744],Ses03M_impro06_M030,sad,"[2.5000, 2.0000, 3.0000]",I can't do that.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M030.wav
[224.3922 - 226.9233],Ses03M_impro06_M031,sad,"[2.5000, 2.5000, 3.0000]",You should've met him.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M031.wav
[227.0694 - 229.3084],Ses03M_impro06_M032,sad,"[2.5000, 2.5000, 3.5000]",He is the greatest...everyone liked him.,Ses03M_impro06,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M032.wav
[5.4500 - 7.9800],Ses03M_impro07_F000,hap,"[4.0000, 3.5000, 3.0000]",Hey.  How's it going?  I haven't seen you in awhile.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F000.wav
[9.6400 - 11.6000],Ses03M_impro07_F001,hap,"[4.0000, 3.0000, 3.0000]",What's going on Joe?,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F001.wav
[18.7700 - 24.8350],Ses03M_impro07_F003,sur,"[4.5000, 4.0000, 3.5000]",No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F003.wav
[26.9100 - 29.8300],Ses03M_impro07_F004,sur,"[2.5000, 4.0000, 3.5000]",No.  You didn't get into production.  There's no way.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F004.wav
[31.6400 - 38.7100],Ses03M_impro07_F005,sur,"[4.0000, 4.0000, 4.0000]",I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F005.wav
[39.2800 - 45.7250],Ses03M_impro07_F006,exc,"[5.0000, 4.5000, 4.5000]",You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F006.wav
[45.9200 - 48.3600],Ses03M_impro07_F007,exc,"[4.5000, 4.0000, 4.0000]",We can party.  We can have fun.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F007.wav
[50.6200 - 53.0600],Ses03M_impro07_F008,hap,"[4.0000, 3.0000, 3.0000]",Yeah.  Hopefully it won't be like high school.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F008.wav
[53.8100 - 60.6400],Ses03M_impro07_F009,exc,"[4.0000, 4.0000, 4.0000]","Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F009.wav
[73.7000 - 75.2550],Ses03M_impro07_F010,hap,"[3.5000, 3.0000, 2.5000]",Oh man.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F010.wav
[81.0000 - 85.0700],Ses03M_impro07_F011,hap,"[3.0000, 3.5000, 3.0000]",Did you say yes yet?  I mean have you sent in your answer?,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F011.wav
[86.7700 - 88.3700],Ses03M_impro07_F012,hap,"[3.5000, 3.5000, 2.5000]",All right.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F012.wav
[88.9900 - 97.0000],Ses03M_impro07_F013,hap,"[4.0000, 3.0000, 3.0000]","This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F013.wav
[98.7800 - 101.5500],Ses03M_impro07_F014,hap,"[3.5000, 3.0000, 2.5000]","Yeah, it really is.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F014.wav
[107.7400 - 111.6400],Ses03M_impro07_F016,exc,"[4.0000, 3.0000, 3.0000]",Man I'm just so happy for you.  I just--,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F016.wav
[111.9100 - 116.2700],Ses03M_impro07_F017,hap,"[4.0000, 4.0000, 3.5000]","Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F017.wav
[120.7100 - 124.1100],Ses03M_impro07_F018,exc,"[4.0000, 4.0000, 3.5000]",Oh great. I would love to go.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F018.wav
[125.5100 - 127.8500],Ses03M_impro07_F019,hap,"[4.0000, 3.5000, 3.0000]",Mmmm some miso soup.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F019.wav
[150.9700 - 154.2600],Ses03M_impro07_F023,neu,"[4.5000, 4.5000, 1.5000]",Oh my God.  I am so proud of you.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F023.wav
[12.4200 - 17.0000],Ses03M_impro07_M002,exc,"[5.0000, 5.0000, 2.0000]",Guess who got into U.S.C.?,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M002.wav
[17.1400 - 21.0000],Ses03M_impro07_M003,exc,"[5.5000, 5.0000, 2.0000]","Me. Yeah, I did.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M003.wav
[21.0400 - 22.4100],Ses03M_impro07_M004,exc,"[5.0000, 5.0000, 2.0000]",Yeah.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M004.wav
[22.6300 - 24.5200],Ses03M_impro07_M005,exc,"[5.0000, 4.5000, 1.5000]",I got into the...,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M005.wav
[24.5925 - 27.4100],Ses03M_impro07_M006,exc,"[5.0000, 4.5000, 2.0000]",I got into cinema production.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M006.wav
[27.9125 - 28.4975],Ses03M_impro07_M007,exc,"[5.0000, 5.0000, 2.0000]",Yeah.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M007.wav
[29.4200 - 33.3400],Ses03M_impro07_M008,exc,"[4.5000, 5.0000, 2.0000]",No.  It's like it's harder than getting into Harvard.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M008.wav
[38.2700 - 39.7700],Ses03M_impro07_M009,neu,"[5.0000, 4.0000, 1.5000]",What does that mean?,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M009.wav
[45.4700 - 47.1500],Ses03M_impro07_M010,exc,"[5.5000, 5.0000, 2.0000]",Holy shit...,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M010.wav
[47.9100 - 50.9600],Ses03M_impro07_M011,exc,"[5.0000, 5.0000, 1.5000]",This will be like high school but even better.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M011.wav
[66.6200 - 74.8200],Ses03M_impro07_M013,exc,"[5.5000, 5.0000, 2.0000]","I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M013.wav
[74.8900 - 81.2600],Ses03M_impro07_M014,hap,"[5.0000, 4.5000, 2.0000]",Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M014.wav
[83.7000 - 87.6600],Ses03M_impro07_M015,exc,"[5.0000, 4.5000, 2.0000]",Oh my God the first minute I got it I sent it back in.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M015.wav
[87.8200 - 89.5900],Ses03M_impro07_M016,exc,"[5.0000, 4.5000, 1.5000]",So...,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M016.wav
[95.4700 - 99.1500],Ses03M_impro07_M017,exc,"[5.0000, 4.5000, 1.5000]",This is so exciting.  This is like a new chapter in our lives.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M017.wav
[100.0200 - 107.6300],Ses03M_impro07_M018,exc,"[5.0000, 4.5000, 1.5000]","We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day.",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M018.wav
[111.1900 - 112.7800],Ses03M_impro07_M019,exc,"[5.0000, 4.5000, 1.5000]",Thank you,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M019.wav
[115.6500 - 121.0500],Ses03M_impro07_M020,exc,"[5.0000, 5.0000, 2.0000]",And tonight my parents want to take me out to sushi and they said I could bring you.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M020.wav
[123.2600 - 127.0700],Ses03M_impro07_M022,exc,"[5.0000, 5.0000, 2.0000]",Yeah and they said get whatever you want and...,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M022.wav
[127.2800 - 132.4475],Ses03M_impro07_M023,exc,"[5.0000, 5.0000, 2.0000]",Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M023.wav
[132.8900 - 135.3800],Ses03M_impro07_M024,exc,"[5.0000, 5.0000, 2.0000]",This is going to be so great.  I have so many great ideas.,Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M024.wav
[140.9100 - 149.5600],Ses03M_impro07_M025,hap,"[4.5000, 5.0000, 1.5000]","It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",Ses03M_impro07,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M025.wav
[10.7663 - 18.3382],Ses03M_impro08a_F000,fru,"[1.5000, 4.0000, 4.5000]","Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F000.wav
[19.8763 - 26.9925],Ses03M_impro08a_F001,fru,"[2.0000, 3.5000, 4.0000]","Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F001.wav
[27.0735 - 31.6225],Ses03M_impro08a_F002,fru,"[2.0000, 4.5000, 4.0000]","and I need assistance with my...not only is my work phone, it's my home phone and look,",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F002.wav
[31.7275 - 36.8342],Ses03M_impro08a_F003,fru,"[1.0000, 4.5000, 4.0000]",this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F003.wav
[41.3695 - 44.4061],Ses03M_impro08a_F004,neu,"[2.5000, 2.0000, 2.0000]",two two six six.,Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F004.wav
[45.9836 - 48.5076],Ses03M_impro08a_F005,fru,"[3.5000, 3.0000, 2.5000]",Olivia.,Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F005.wav
[52.5302 - 61.8176],Ses03M_impro08a_F006,fru,"[1.0000, 4.5000, 4.5000]","This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F006.wav
[61.8767 - 69.4487],Ses03M_impro08a_F007,fru,"[1.0000, 4.5000, 5.0000]","I don't, I don't know what the problem is.  That's what I want you guys to...why is my service not turned on?  And I paid my bills on time.  I don't understand.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F007.wav
[74.8318 - 81.1900],Ses03M_impro08a_F008,fru,"[2.0000, 4.0000, 4.5000]","Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F008.wav
[81.2225 - 92.2433],Ses03M_impro08a_F009,fru,"[1.5000, 5.0000, 5.0000]","That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F009.wav
[94.6884 - 99.7560],Ses03M_impro08a_F010,fru,"[1.5000, 3.5000, 4.5000]",Well you better.  You better give me a whole freaking new phone that's what you better do.,Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F010.wav
[99.9335 - 102.3589],Ses03M_impro08a_F011,fru,"[2.0000, 4.0000, 4.5000]",I want a camera phone actually.,Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F011.wav
[105.5533 - 110.1575],Ses03M_impro08a_F012,fru,"[2.0000, 4.0000, 4.5000]","No, no, no...  I'm done with these contract business because this is what can happen.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F012.wav
[110.2000 - 117.8182],Ses03M_impro08a_F013,ang,"[1.5000, 4.0000, 4.5000]","You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",Ses03M_impro08a,3,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F013.wav
