vid_cid,label,VAD,text,vid,por,score_label,meld_label
Ses03M_impro04_M029,fru,"[2.5000, 1.5000, 1.5000]","Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.-- --you know? Head of the Science Club. That's what I've been doing, temporary things Maybe I'll just kill myself. I was just joking...",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M030,sad,"[2.5000, 1.5000, 1.5000]","--you know? Head of the Science Club. That's what I've been doing, temporary things Maybe I'll just kill myself. I was just joking... Yeah.  I--they said Brian you're too smart.  You don't need us.",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M031,sad,"[2.5000, 1.5000, 1.5000]","That's what I've been doing, temporary things Maybe I'll just kill myself. I was just joking... Yeah.  I--they said Brian you're too smart.  You don't need us. Go out and take over the world by yourself and I'm like what?",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M033,fru,"[2.5000, 1.5000, 1.5000]","Maybe I'll just kill myself. I was just joking... Yeah.  I--they said Brian you're too smart.  You don't need us. Go out and take over the world by yourself and I'm like what? I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M034,fru,"[2.5000, 1.5000, 1.5000]","I was just joking... Yeah.  I--they said Brian you're too smart.  You don't need us. Go out and take over the world by yourself and I'm like what? I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching- and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M035,fru,"[2.5000, 1.5000, 1.5000]","Yeah.  I--they said Brian you're too smart.  You don't need us. Go out and take over the world by yourself and I'm like what? I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching- and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job. Yeah.  I got eighteen hundred on my S.A.T..",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M036,fru,"[2.5000, 1.5000, 1.5000]","Go out and take over the world by yourself and I'm like what? I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching- and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job. Yeah.  I got eighteen hundred on my S.A.T.. Same difference.",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M037,fru,"[2.5000, 1.5000, 1.5000]","I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching- and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job. Yeah.  I got eighteen hundred on my S.A.T.. Same difference. But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M038,neu,"[2.5000, 1.5000, 1.5000]","and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job. Yeah.  I got eighteen hundred on my S.A.T.. Same difference. But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing? Like, wow you're really smart we're going to give you an extra [GARBAGE].",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M040,fru,"[2.5000, 1.5000, 1.5000]","Yeah.  I got eighteen hundred on my S.A.T.. Same difference. But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing? Like, wow you're really smart we're going to give you an extra [GARBAGE].",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro04_M041,hap,"[2.5000, 1.5000, 1.5000]","Same difference. But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing? Like, wow you're really smart we're going to give you an extra [GARBAGE].",Ses03M_impro04,negative,-1.3333333730697632,surprise
Ses03M_impro05a_F000,neu,"[3.5000, 2.5000, 2.5000]","Can I help you sir? Well, let me just check on that for you.  Where are you coming--? Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F001,neu,"[3.5000, 2.5000, 2.5000]","Can I help you sir? Well, let me just check on that for you.  Where are you coming--? Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here. Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F002,neu,"[3.5000, 2.5000, 2.5000]","Can I help you sir? Well, let me just check on that for you.  Where are you coming--? Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here. Okay.  Sir?  Can you...if you just give me one moment and let me just check okay? Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F003,fru,"[3.5000, 2.5000, 2.5000]","Well, let me just check on that for you.  Where are you coming--? Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here. Okay.  Sir?  Can you...if you just give me one moment and let me just check okay? Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right? Okay and this is direct flight?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F004,fru,"[3.5000, 2.5000, 2.5000]","Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here. Okay.  Sir?  Can you...if you just give me one moment and let me just check okay? Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right? Okay and this is direct flight? I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F005,neu,"[3.5000, 2.5000, 2.5000]","Okay.  Sir?  Can you...if you just give me one moment and let me just check okay? Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right? Okay and this is direct flight? I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop-- You're at me and I'm going to try to help you out sir but you just have to cooperate with me--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F006,fru,"[3.5000, 2.5000, 2.5000]","Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right? Okay and this is direct flight? I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop-- You're at me and I'm going to try to help you out sir but you just have to cooperate with me-- How many pieces of luggage do you have checked in?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F007,neu,"[3.5000, 2.5000, 2.5000]",Okay and this is direct flight? I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop-- You're at me and I'm going to try to help you out sir but you just have to cooperate with me-- How many pieces of luggage do you have checked in? Eight pieces of luggage.  Okay.,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F008,neu,"[3.5000, 2.5000, 2.5000]",I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop-- You're at me and I'm going to try to help you out sir but you just have to cooperate with me-- How many pieces of luggage do you have checked in? Eight pieces of luggage.  Okay. No.  I'm just going to check--,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F009,neu,"[3.5000, 2.5000, 2.5000]",You're at me and I'm going to try to help you out sir but you just have to cooperate with me-- How many pieces of luggage do you have checked in? Eight pieces of luggage.  Okay. No.  I'm just going to check-- I'm sorry sir.,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F010,fru,"[3.5000, 2.5000, 2.5000]",How many pieces of luggage do you have checked in? Eight pieces of luggage.  Okay. No.  I'm just going to check-- I'm sorry sir. I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F011,neu,"[3.5000, 2.5000, 2.5000]",Eight pieces of luggage.  Okay. No.  I'm just going to check-- I'm sorry sir. I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems-- Yes--it is,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F012,neu,"[3.5000, 2.5000, 2.5000]","No.  I'm just going to check-- I'm sorry sir. I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems-- Yes--it is Sir, Please please, I would ask you to just calm down for a second--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F014,neu,"[3.5000, 2.5000, 2.5000]","I'm sorry sir. I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems-- Yes--it is Sir, Please please, I would ask you to just calm down for a second-- Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F015,fru,"[3.5000, 2.5000, 2.5000]","I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems-- Yes--it is Sir, Please please, I would ask you to just calm down for a second-- Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta? Sir, I just...you need to calm down is what needs to happen right now.",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F016,neu,"[3.5000, 2.5000, 2.5000]","Yes--it is Sir, Please please, I would ask you to just calm down for a second-- Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta? Sir, I just...you need to calm down is what needs to happen right now. Okay.  I'm not.  I'm sorry, I am being--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F018,ang,"[3.5000, 2.5000, 2.5000]","Sir, Please please, I would ask you to just calm down for a second-- Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta? Sir, I just...you need to calm down is what needs to happen right now. Okay.  I'm not.  I'm sorry, I am being-- calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F019,fru,"[3.5000, 2.5000, 2.5000]","Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta? Sir, I just...you need to calm down is what needs to happen right now. Okay.  I'm not.  I'm sorry, I am being-- calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you-- Please, please",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F020,fru,"[3.5000, 2.5000, 2.5000]","Sir, I just...you need to calm down is what needs to happen right now. Okay.  I'm not.  I'm sorry, I am being-- calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you-- Please, please Okay.  We can get it here in about seven to ten business days.",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F021,neu,"[3.5000, 2.5000, 2.5000]","Okay.  I'm not.  I'm sorry, I am being-- calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you-- Please, please Okay.  We can get it here in about seven to ten business days. Yes.  Well, because--",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F023,neu,"[3.5000, 2.5000, 2.5000]","calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you-- Please, please Okay.  We can get it here in about seven to ten business days. Yes.  Well, because-- I am the manager sir.",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F024,neu,"[3.5000, 2.5000, 2.5000]","Please, please Okay.  We can get it here in about seven to ten business days. Yes.  Well, because-- I am the manager sir. Sir?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F025,neu,"[3.5000, 2.5000, 2.5000]","Okay.  We can get it here in about seven to ten business days. Yes.  Well, because-- I am the manager sir. Sir? What is your name?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F027,fru,"[3.5000, 2.5000, 2.5000]","Yes.  Well, because-- I am the manager sir. Sir? What is your name?",Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_F028,ang,"[3.5000, 2.5000, 2.5000]",I am the manager sir. Sir? What is your name?,Ses03M_impro05a,neutral,0.0,neutral
Ses03M_impro05a_M000,ang,"[2.0000, 4.0000, 4.5000]",Yes you can help me.  Where is my luggage? Yeah.  You do that.  I'm coming from Baltimore.  You know where that is? I had eight hundred pounds of luggage.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M001,ang,"[2.0000, 4.0000, 4.5000]",Yes you can help me.  Where is my luggage? Yeah.  You do that.  I'm coming from Baltimore.  You know where that is? I had eight hundred pounds of luggage. Okay.  Check.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M002,ang,"[2.0000, 4.0000, 4.5000]",Yes you can help me.  Where is my luggage? Yeah.  You do that.  I'm coming from Baltimore.  You know where that is? I had eight hundred pounds of luggage. Okay.  Check. Is it there?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M003,ang,"[2.0000, 4.0000, 4.5000]",Yeah.  You do that.  I'm coming from Baltimore.  You know where that is? I had eight hundred pounds of luggage. Okay.  Check. Is it there? Yes.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M004,ang,"[2.0000, 4.0000, 4.5000]",I had eight hundred pounds of luggage. Okay.  Check. Is it there? Yes. You don't know where we're at?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M005,ang,"[2.0000, 4.0000, 4.5000]",Okay.  Check. Is it there? Yes. You don't know where we're at? God.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M006,ang,"[2.0000, 4.0000, 4.5000]",Is it there? Yes. You don't know where we're at? God. Okay.  What do you want?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M007,ang,"[2.0000, 4.0000, 4.5000]",Yes. You don't know where we're at? God. Okay.  What do you want? Eight.  And they're all gone.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M010,ang,"[2.0000, 4.0000, 4.5000]",You don't know where we're at? God. Okay.  What do you want? Eight.  And they're all gone. And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M011,ang,"[2.0000, 4.0000, 4.5000]",God. Okay.  What do you want? Eight.  And they're all gone. And what are you going to do about it?  You going to call someone?  You going to send me somewhere else? It's my mother's funeral tomorrow and the urn is in the suitcase.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M012,ang,"[2.0000, 4.0000, 4.5000]",Okay.  What do you want? Eight.  And they're all gone. And what are you going to do about it?  You going to call someone?  You going to send me somewhere else? It's my mother's funeral tomorrow and the urn is in the suitcase. Yeah.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M013,ang,"[2.0000, 4.0000, 4.5000]","Eight.  And they're all gone. And what are you going to do about it?  You going to call someone?  You going to send me somewhere else? It's my mother's funeral tomorrow and the urn is in the suitcase. Yeah. Oh, oh, that's a good deduction.",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M014,ang,"[2.0000, 4.0000, 4.5000]","And what are you going to do about it?  You going to call someone?  You going to send me somewhere else? It's my mother's funeral tomorrow and the urn is in the suitcase. Yeah. Oh, oh, that's a good deduction. Sherlock Holmes.  God, where's my luggage?",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M016,ang,"[2.0000, 4.0000, 4.5000]","It's my mother's funeral tomorrow and the urn is in the suitcase. Yeah. Oh, oh, that's a good deduction. Sherlock Holmes.  God, where's my luggage? Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M017,ang,"[2.0000, 4.0000, 4.5000]","Yeah. Oh, oh, that's a good deduction. Sherlock Holmes.  God, where's my luggage? Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this. What is the matter with you?",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M018,ang,"[2.0000, 4.0000, 4.5000]","Oh, oh, that's a good deduction. Sherlock Holmes.  God, where's my luggage? Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this. What is the matter with you? Don't yell at me.",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M020,ang,"[2.0000, 4.0000, 4.5000]","Sherlock Holmes.  God, where's my luggage? Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this. What is the matter with you? Don't yell at me. Oh my God.  I think a blood vessel burst in my head.",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M021,ang,"[2.0000, 4.0000, 4.5000]",Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this. What is the matter with you? Don't yell at me. Oh my God.  I think a blood vessel burst in my head. What?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M022,ang,"[2.0000, 4.0000, 4.5000]",What is the matter with you? Don't yell at me. Oh my God.  I think a blood vessel burst in my head. What? What?  Are you kidding me?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M023,ang,"[2.0000, 4.0000, 4.5000]",Don't yell at me. Oh my God.  I think a blood vessel burst in my head. What? What?  Are you kidding me? Give- Give me your manager right now.,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M024,ang,"[2.0000, 4.0000, 4.5000]","Oh my God.  I think a blood vessel burst in my head. What? What?  Are you kidding me? Give- Give me your manager right now. You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M025,ang,"[2.0000, 4.0000, 4.5000]","What? What?  Are you kidding me? Give- Give me your manager right now. You're the manager? You don't know where you work for, you don't know where you're at and you're the manager? Whose daughter are you?",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M026,ang,"[2.0000, 4.0000, 4.5000]","What?  Are you kidding me? Give- Give me your manager right now. You're the manager? You don't know where you work for, you don't know where you're at and you're the manager? Whose daughter are you? Sir. Sir. Sir. Sir",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M027,ang,"[2.0000, 4.0000, 4.5000]","Give- Give me your manager right now. You're the manager? You don't know where you work for, you don't know where you're at and you're the manager? Whose daughter are you? Sir. Sir. Sir. Sir My name is Brent Caption.",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M028,ang,"[2.0000, 4.0000, 4.5000]","You're the manager? You don't know where you work for, you don't know where you're at and you're the manager? Whose daughter are you? Sir. Sir. Sir. Sir My name is Brent Caption. Now what are you going to do about it?",Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M029,ang,"[2.0000, 4.0000, 4.5000]",Whose daughter are you? Sir. Sir. Sir. Sir My name is Brent Caption. Now what are you going to do about it?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05a_M030,exc,"[2.0000, 4.0000, 4.5000]",Sir. Sir. Sir. Sir My name is Brent Caption. Now what are you going to do about it?,Ses03M_impro05a,negative,-0.3333333432674408,fear
Ses03M_impro05b_F000,neu,"[3.0000, 2.0000, 2.5000]",Can I help you sir? Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from? Baltimore and this is a direct flight to LAX,Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F001,neu,"[3.0000, 2.0000, 2.5000]",Can I help you sir? Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from? Baltimore and this is a direct flight to LAX Okay.  Let's look up here,Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F002,neu,"[3.0000, 2.0000, 2.5000]",Can I help you sir? Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from? Baltimore and this is a direct flight to LAX Okay.  Let's look up here Okay.  Well you um-...,Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F003,neu,"[3.0000, 2.0000, 2.5000]","Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from? Baltimore and this is a direct flight to LAX Okay.  Let's look up here Okay.  Well you um-... What I can do for you is uh we can uh report lost, lost property.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F004,neu,"[3.0000, 2.0000, 2.5000]","Baltimore and this is a direct flight to LAX Okay.  Let's look up here Okay.  Well you um-... What I can do for you is uh we can uh report lost, lost property. Yes.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F005,neu,"[3.0000, 2.0000, 2.5000]","Okay.  Let's look up here Okay.  Well you um-... What I can do for you is uh we can uh report lost, lost property. Yes. Well sir, if if...what I believe has happened is most of the flight was left--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F006,neu,"[3.0000, 2.0000, 2.5000]","Okay.  Well you um-... What I can do for you is uh we can uh report lost, lost property. Yes. Well sir, if if...what I believe has happened is most of the flight was left-- the luggage was left in Baltimore.  Therefore--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F007,neu,"[3.0000, 2.0000, 2.5000]","What I can do for you is uh we can uh report lost, lost property. Yes. Well sir, if if...what I believe has happened is most of the flight was left-- the luggage was left in Baltimore.  Therefore-- Like the luggage, the luggage on the flight.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F008,neu,"[3.0000, 2.0000, 2.5000]","Yes. Well sir, if if...what I believe has happened is most of the flight was left-- the luggage was left in Baltimore.  Therefore-- Like the luggage, the luggage on the flight. No actually it was...this is the first time this has ever happened.  I don't know what happened--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F009,neu,"[3.0000, 2.0000, 2.5000]","Well sir, if if...what I believe has happened is most of the flight was left-- the luggage was left in Baltimore.  Therefore-- Like the luggage, the luggage on the flight. No actually it was...this is the first time this has ever happened.  I don't know what happened-- Well, we can give you um- hotel lodging for a night if that--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F010,neu,"[3.0000, 2.0000, 2.5000]","the luggage was left in Baltimore.  Therefore-- Like the luggage, the luggage on the flight. No actually it was...this is the first time this has ever happened.  I don't know what happened-- Well, we can give you um- hotel lodging for a night if that-- For tonight- For tonight sir.  Would you need to stay somewhere tonight?",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F011,neu,"[3.0000, 2.0000, 2.5000]","Like the luggage, the luggage on the flight. No actually it was...this is the first time this has ever happened.  I don't know what happened-- Well, we can give you um- hotel lodging for a night if that-- For tonight- For tonight sir.  Would you need to stay somewhere tonight? We can do Holiday Inn or...?",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F012,neu,"[3.0000, 2.0000, 2.5000]","No actually it was...this is the first time this has ever happened.  I don't know what happened-- Well, we can give you um- hotel lodging for a night if that-- For tonight- For tonight sir.  Would you need to stay somewhere tonight? We can do Holiday Inn or...? Sir I understand that but just--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F013,neu,"[3.0000, 2.0000, 2.5000]","Well, we can give you um- hotel lodging for a night if that-- For tonight- For tonight sir.  Would you need to stay somewhere tonight? We can do Holiday Inn or...? Sir I understand that but just-- Did you have your name tags on the luggage?",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F014,neu,"[3.0000, 2.0000, 2.5000]","For tonight- For tonight sir.  Would you need to stay somewhere tonight? We can do Holiday Inn or...? Sir I understand that but just-- Did you have your name tags on the luggage? Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F015,neu,"[3.0000, 2.0000, 2.5000]","We can do Holiday Inn or...? Sir I understand that but just-- Did you have your name tags on the luggage? Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information. Sir, please calm down.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F016,neu,"[3.0000, 2.0000, 2.5000]","Sir I understand that but just-- Did you have your name tags on the luggage? Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information. Sir, please calm down. What is your business?",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F017,fru,"[3.0000, 2.0000, 2.5000]","Did you have your name tags on the luggage? Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information. Sir, please calm down. What is your business? Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F018,neu,"[3.0000, 2.0000, 2.5000]","Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information. Sir, please calm down. What is your business? Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really, I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F019,neu,"[3.0000, 2.0000, 2.5000]","Sir, please calm down. What is your business? Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really, I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you-- Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F020,neu,"[3.0000, 2.0000, 2.5000]","What is your business? Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really, I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you-- Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore. Uh no I'm not.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F021,neu,"[3.0000, 2.0000, 2.5000]","Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really, I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you-- Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore. Uh no I'm not. Well we have some people back there that need some firing so, but I would just really appreciate--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F022,neu,"[3.0000, 2.0000, 2.5000]","I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you-- Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore. Uh no I'm not. Well we have some people back there that need some firing so, but I would just really appreciate-- Okay sir.  I'm sorry you can--um-",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F023,neu,"[3.0000, 2.0000, 2.5000]","Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore. Uh no I'm not. Well we have some people back there that need some firing so, but I would just really appreciate-- Okay sir.  I'm sorry you can--um- We already have been confirmed that it will be arriving in--uh--in about two days.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F024,fru,"[3.0000, 2.0000, 2.5000]","Uh no I'm not. Well we have some people back there that need some firing so, but I would just really appreciate-- Okay sir.  I'm sorry you can--um- We already have been confirmed that it will be arriving in--uh--in about two days. Uh, we can't--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F025,fru,"[3.0000, 2.0000, 2.5000]","Well we have some people back there that need some firing so, but I would just really appreciate-- Okay sir.  I'm sorry you can--um- We already have been confirmed that it will be arriving in--uh--in about two days. Uh, we can't-- Yes sir, Yes.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F026,fru,"[3.0000, 2.0000, 2.5000]","Okay sir.  I'm sorry you can--um- We already have been confirmed that it will be arriving in--uh--in about two days. Uh, we can't-- Yes sir, Yes. We can have them direct your luggage to San Diego.",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F027,neu,"[3.0000, 2.0000, 2.5000]","We already have been confirmed that it will be arriving in--uh--in about two days. Uh, we can't-- Yes sir, Yes. We can have them direct your luggage to San Diego. Uh--",Ses03M_impro05b,neutral,0.0,neutral
Ses03M_impro05b_F028,neu,"[3.0000, 2.0000, 2.5000]","Uh, we can't-- Yes sir, Yes. We can have them direct your luggage to San Diego. Uh-- Some refreshments in the lobby?",Ses03M_impro05b,neutral,0.0,neutral
