vid	start	stop	label	cid	text
R0o37yJ1PP0	25.673	34.066	0.0	4	The sequence abstraction is a collection of behaviors about how sequences can be manipulated.
R0o37yJ1PP0	65.443	71.232	0.3333333432674408	7	Now sequences are so important that there's built-in syntax associated with this behavior.
R0o37yJ1PP0	53.55	64.727	0.3333333432674408	6	So if I have a sequence of colors, those are indexed by the integers zero, one, two, three, four, five and six.
R0o37yJ1PP0	71.08	79.573	0.0	8	Or we saw last time that we could use the getitem function instead of the square brackets in order to do element selection.
R0uRDh-engU	73.315	80.161	1.0	11	It doesn't need to be much more than a statement, but it's telling me why I should listen to you.
R0uRDh-engU	64.056	74.245	0.3333333432674408	10	Usually it's going to be more than that because usually you're picking topics that you know something about, or you're good at, but your credibility is what comes next.
R0uRDh-engU	17.611	33.488	-0.3333333432674408	5	"I come in and I say ""Okay, hi everybody I'm going to talk to you today about my gold medal that I won at the Olympics for wrestling."" Their going to have a hard time believing looking at me that I'm a gold medal winner in wrestling."
R5a3TP-l_n4	8.542	16.346	1.0	1	 I'm working to cut your taxes and create jobs and in dangerous times, I'm working to keep Iowa families safe
R5a3TP-l_n4	-0.078	9.542	1.0	0	Either Hillary Clinton or Donald Trump will be elected President and like you, I have some differences with both, but my job is to be an independent fighter for Iowa
R5a3TP-l_n4	15.346	24.498	1.0	2	 When Congress failed to pass a budget, I had my own pay withheld because no matter who's President, I'm accountable to you
R5a3TP-l_n4	24.625	26.703	2.0	4	 I approve this message
R8Kw_4Y9E0s	34.034	42.208	0.6666666865348816	3	  Visit our website: www.anazao.com.au Don't miss the demonstration of how God heals on stage.
R8leu0tEJ4o	110.979	117.068	0.0	10	If nothing in life is worth dying for, when did this  begin just in the face of this enemy?
R8leu0tEJ4o	130.335	139.157	2.0	14	The martyrs of history were not fools, and our honored dead who gave their lives to stop the advance of the Nazis didn't die in vain.
R8leu0tEJ4o	143.795	152.946	-0.6666666865348816	17	"You and I have the courage to say to our enemies, ""There is a price we will not pay."" ""There is a point  beyond which they must not advance."" "
R8leu0tEJ4o	38.065	59.0	-2.3333332538604736	3	Admittedly, there's a risk in any course we  follow other than this, but every lesson of history tells us that the greater risk lies in appeasement, and  this is the specter our well-meaning liberal friends refuse to face that their policy of accommodation is appeasement,  and it gives no choice between peace and war, only between fight or surrender.
R8leu0tEJ4o	103.247	111.221	-0.3333333432674408	9	You and I know and do not believe that life is so dear and peace so sweet as to be purchased at the price of chains and slavery.
R8leu0tEJ4o	87.083	103.868	0.0	8	"He believes this because from our side he's heard voices pleading for ""peace at any price"" or ""better Red than dead,"" or as one commentator put it, he'd rather ""live on his knees than die on his feet."" And therein lies the road to war, because those voices don't speak for the rest of us."
R9ypacCuEZo	107.347	124.112	0.6666666865348816	11	It also helps when, you know, we're sitting in a IEP meeting, a special education meeting, and we have the community school site coordinator there because we think there might be some issue that is going on that is outside of the academic realm.
R9ypacCuEZo	152.036	168.92	0.6666666865348816	14	"What I hope to see in the next 10 years is where it becomes as natural to have a community school site coordinator as a resource where a teacher can go to that person and saying, ""I'm having trouble seeing how this kid is learning, and I think it's not academic."
R9ypacCuEZo	20.425	49.79	1.3333333730697632	4	And the beauty of the community school strategy in a school is that it is the method by which — the strategy by which teachers can teach, and they can accomplish that goal because what they have in front of them, their students, can gain access to the teaching and the learning and all of that research that the entire nation is spending money on figuring out how to teach.
R9ypacCuEZo	63.487	72.449	-0.3333333432674408	7	We had a professional development for our staff on how to deal with students who have lived in trauma, who have experienced trauma.
R9ypacCuEZo	52.352	64.347	1.0	6	So the crossroads of community schools and good instruction is that it makes the student available for learning.
R9ypacCuEZo	72.317	97.273	0.3333333432674408	8	By giving them this piece of knowledge that was brought to them by another community school site coordinator that has done work on dealing with students who live in trauma, by giving this piece of knowledge to our teachers, they are empowered to go back into the classroom and see their students more clearly.
RAiO_rChmdU	48.681	69.446	0.3333333432674408	3	This could be through your vehicle horn, a whistle that you may be carrying, through a side arm, through the use of your car lights, your hazard lights, flashlights or beacons that you might carry with you separately.
RAiO_rChmdU	22.341	49.411	0.0	2	There is an established routine that people tend to have when they are driving or hiking whether it is visual or audible with the car horn or with the radio running and what you are doing whether they are drive or walking is someone who is in the same vicinity as you, you are using their tools to break their pattern to notice something is not right.
RAiO_rChmdU	69.005	93.711	0.3333333432674408	4	Any number of things, flares that you can lay out along the road, anything that will cause the person's attention to veer from where it usually is to where you need it to be to get attention so they can begin a rescue or to get you some help.
RE-LIPOFnrE	-0.488	2.239	0.0	0	consultants hiring for the role
RE-LIPOFnrE	5.309	12.715	0.0	3	HR unfortunately eliminiates a lot of resumes if there is a major gap in the employment record
RE-LIPOFnrE	3.264	6.309	0.0	2	Now, that’s where the problem is
RE-LIPOFnrE	11.894	19.2	0.0	4	The reasons are two fold 1) They want to impress the hiring managers with the profiles they present
RE-LIPOFnrE	44.6	47.845	-0.6666666865348816	9	Otherwise, why would you be unemployed
RE-LIPOFnrE	36.139	45.361	-0.3333333432674408	8	So, if you are unemployed for a year, then they think ok you must have had at least 20 interviews and you failed them all
REkPZ77s3Vc	-0.238	8.774	0.0	0	"She continues to talk in riddles, and when the Targaryen Queen begs for answers, Quaithe responds with this: ""Daenerys"
REkPZ77s3Vc	31.56	42.048	0.6666666865348816	5	Somehow, Quaithe knows what's coming Whether she learned something special about Dany and Asshai or she's just relaying her visions from the glass candle
REkPZ77s3Vc	23.498	32.081	0.0	4	"This is why I believe Daenerys will not win the ""Game of Thrones"", not because someone else will, but because it's not her path"
REkPZ77s3Vc	45.698	53.532	0.0	7	So the question is: Will the Mother of Dragons be too trusting and ultimately be betrayed by one of her allies
REkPZ77s3Vc	41.347	46.338	0.3333333432674408	6	Something bigger is planned for Daenerys, and she doesn't realize it yet
RIAEgUKtzxw	39.691	50.239	1.3333333730697632	8	I feel fine, between what he has done here and the home care program he put put together I think I can maintain a sensible balance from here on up.
RIAEgUKtzxw	70.621	79.283	2.6666667461395264	12	The help and the association with the clinic has been outstanding, very knowledgeable, very pleasant, and very helpful.
RIAEgUKtzxw	19.856	27.711	-0.3333333432674408	5	You had burning, okay, and how has been your experience been like with Dr. Polzin here at the Bellevue Pain Institute?
RIAEgUKtzxw	14.01	20.856	-1.0	4	I had the electric shock, jump routine, I had numbness and I had burning.
RImmdklTOW0	84.539	91.566	2.0	11	 As you try the possible solution, remember to take the ownership of your body and listen to your body
RImmdklTOW0	71.908	84.252	1.6666666269302368	10	 Hopefully what I share or the opinions I share works for you in a way it's presented but if not there's ton of information out there and I hope you find the solution that works best for you
RImmdklTOW0	96.352	99.986	1.0	13	 Go to a doctor if certain symptom persists
RImmdklTOW0	91.563	96.424	-0.3333333432674408	12	 Stop doing things if you feel they're doing disservice to your body
RImmdklTOW0	104.434	106.372	1.3333333730697632	15	 And that's my opinion
RImmdklTOW0	100.493	104.995	2.0	14	 Only do things that will make your body, mind and spirit happier
RImmdklTOW0	7.574	21.225	0.6666666865348816	1	" I often get questions on my videos like ""Will this work for me?"" or ""How long will it take to see the results?"" It's a valid question and I would wonder that too if I watch a tutorial video for something that I want to see the results"
RImmdklTOW0	0.0	7.796	0.3333333432674408	0	Hi everyone, this is Yasuko and it's time for Massage Monday
RImmdklTOW0	27.818	38.536	0.6666666865348816	3	 I don't know you but even if I knew you, I don't know how long it's going to take to see the results or if something works for you at all because everyone is different
RImmdklTOW0	21.403	27.531	0.0	2	 Instead of repeating myself over and over again here's my answer - I don't know
RImmdklTOW0	43.063	47.097	0.3333333432674408	5	 I don't even know if something works for me unless I try it
RImmdklTOW0	39.073	42.687	1.0	4	 The only way to tell is by actually trying it
RImmdklTOW0	55.934	60.506	0.3333333432674408	7	 Everything you see and hear in this world is someone's opinion anyway
RImmdklTOW0	47.543	55.647	0.3333333432674408	6	 If you happen to see lot of happy comments maybe it will work for you too but you never know unless you try it
RImmdklTOW0	66.111	71.751	0.3333333432674408	9	 For things like Acupressure it could be someone's opinion from thousands of years ago
RImmdklTOW0	60.424	66.034	0.6666666865348816	8	 When I share something that I learned from others, I'm sharing someone else's opinions
RKP6j28FCWE	79.181	87.585	0.3333333432674408	8	A lot of times the lender will want to see a written business plan, as well as two years of future financial projections.
RKP6j28FCWE	20.844	32.081	1.0	3	Oftentimes there are nonprofit economic development organizations that specifically only lend to minorities or low income individuals, or women owned businesses.
RKP6j28FCWE	34.493	60.746	0.3333333432674408	5	Also, there is a program called community express, which is a guaranteed Small Business Administration loan program, where the SBA guarantees the loan--and the loan is actually provided by a bank, so you should check in your area to see if banks in your areas provide this community express SBA guaranteed loan program, because it's specifically geared to minority owned businesses.
RLHZ6xtIWSM	52.901	55.088	0.0	10	Where do you go back to
RLHZ6xtIWSM	2.536	13.273	-1.0	1	If we if our default is there inside of that space, it's like putting a limiter on our potential
RLHZ6xtIWSM	21.034	30.395	-0.3333333432674408	3	Are we making people want to be around us a lot or we may be only attracting other angry people or other stressed out people that we can relate to
RLHZ6xtIWSM	13.75	21.535	-0.6666666865348816	2	When we're in that space, do you think we are attracting people to us or you think are we may be pushing some people away
RLHZ6xtIWSM	33.326	36.74	0.0	5	There's another range of emotions
RLHZ6xtIWSM	40.619	47.296	0.0	7	You can't bounce into anger or you know defending somebody or something
RLHZ6xtIWSM	35.74	41.38	-1.3333333730697632	6	Now that doesn't mean you can't bounce into stress, which is just fear
RLHZ6xtIWSM	46.705	51.916	0.3333333432674408	8	You can't bounce into frustration or worry or doubt
RRKez9BR-94	38.844	42.197	0.0	11	But you keep wondering, isn't there an easier way to do this?
RRKez9BR-94	29.485	38.605	1.0	10	Every day, at your job, for your studies, you're trying to cram your data into spreadsheets, and you manage to get it working somehow in little bits.
RRKez9BR-94	48.203	52.104	-1.6666666269302368	13	You just bang your spreadsheet hammer on every data problem you find.
RRKez9BR-94	43.095	47.824	0.6666666865348816	12	And this is probably due to the fact that the spreadsheet hammer is the only data tool you have.
RRKez9BR-94	81.218	90.317	1.6666666269302368	21	We're also going to look into new tools that Microsoft has to offer, like power map and power view, that help you build great visualizations on top of your data.
RRKez9BR-94	59.707	66.072	1.0	16	And we will talk about pivot tables and view lookups and all those features that are going to make your life a lot easier.
RRKez9BR-94	19.708	24.567	1.3333333730697632	6	Well, I'm here to tell you that programming and data analysis is really for everyone.
RS5WM3q2ZZQ	90.236	116.649	0.0	11	 Now, if you are gonna be doing this, you also have to recognize that the more fields that you ask for, when those do get filled out by people, those are gonna be higher quality responses, right? Because you're separating some of the people that don't wanna respond, you'll get higher quality responses the more form fields that you ask for but when someone's already visiting you at church, they're a pretty high quality responder already and so, to get more cards filled out, just ask for less information
RS5WM3q2ZZQ	74.702	91.077	0.6666666865348816	10	 Sometimes, all we ask for is their email and nothing else and what we'll find is, and we can track this because it's done digitally and on a bigger scale, the more fields that we ask for, if we ask for first, last name, and email, three different fields, we'll notice a drop in responses
RS5WM3q2ZZQ	124.768	128.392	0.0	13	 Maybe, if you need a fourth thing, you could throw phone number on there
RS5WM3q2ZZQ	116.127	125.588	0.3333333432674408	12	 What would I recommend that you ask for? I recommend that you ask for first name, last name, email address, that's it
RS5WM3q2ZZQ	133.448	145.443	-1.0	15	 Don't ask for all three, don't ask for their postal code, their ZIP code, their gender, how many people are in their family, if they want to get connected to a small group, if they wanna get baptized, if they want to dedicate their life to Christ, there's so many things you could ask
RS5WM3q2ZZQ	127.721	134.069	1.3333333730697632	14	 There's basically three big things you could ask for, right? Phone number, email, and actual address, physical address
RS5WM3q2ZZQ	151.278	155.221	1.0	17	 I'm not saying you shouldn't get that information just don't ask for it upfront
RS5WM3q2ZZQ	144.862	152.228	0.6666666865348816	16	 Get the information first and then follow up secondarily and get that information on the next interaction
RS5WM3q2ZZQ	5.958	11.148	0.0	1	 Are you ready? Here it is, ask for less information
RS5WM3q2ZZQ	0.0	6.958	1.3333333730697632	0	- So here is a sure-fire way to get more connection cards filled out by new visitors every single week
RS5WM3q2ZZQ	23.318	28.339	-0.3333333432674408	3	 The more information you ask for, the less cards you are gonna have returned
RS5WM3q2ZZQ	10.408	24.039	-0.6666666865348816	2	 And I'm serious here because I see so many connection cards that are asking for perhaps half a dozen, even a dozen, different fields of information from new visitors and it's a very simple premise here
RS5WM3q2ZZQ	36.109	38.696	1.0	5	 They exchange that for a free gift
RS5WM3q2ZZQ	27.668	36.99	0.0	4	 It's already difficult enough to fill out a physical card, walk to your connection desk, welcome desk, whatever you call it, hand that to a real person there
RS5WM3q2ZZQ	39.122	66.213	0.3333333432674408	7	 There's a lot of variables, so what we gotta do is remove as much as variables as possible so that we can have more cards filled out by our new visitors so for instance, we do this all the time in digital marketing and this is a comparison between physical interactions and onboarding of individuals versus the digital side, on the digital side of things, when someone comes, cold, has never met us before online, what do we do? We wanna get their information, much like churches, what we're trying to do with new visitors
RS5WM3q2ZZQ	37.885	40.122	0.0	6	 There are so many moving pieces here
RS5WM3q2ZZQ	71.369	75.063	0.0	9	 We ask for someone's first name and their email
RS5WM3q2ZZQ	65.423	71.8	1.3333333730697632	8	 All we ask for, though, is their email address, right? Because it's a digital interaction and so it's a little bit different
RST6PgpsLws	72.787	76.549	1.0	10	You're giving us a lot of reasons to be very excited about where this city is going.
RST6PgpsLws	10.369	17.672	2.0	1	The eight days of events highlighted the innovation, creativity and entrepreneurship that are simply exploding in the Greater Madison Region.
RST6PgpsLws	0.012	9.651	2.0	0	FORWARD FESTIVAL &amp; NEXXPO - THE FUTURE'S HAPPENING NOW trt 1:18    The Forward Festival this past week was just outstanding.
RST6PgpsLws	31.83	35.073	1.0	3	   The week was full of excitement, success stories and potential.
RST6PgpsLws	18.341	31.132	2.3333332538604736	2	The Greater Madison Chamber of Commerce's neXXpo event held in conjunction with the festival was a perfect complement and emphasized the importance of new technology start-ups to the health and vibrancy of the entire business sector.
RST6PgpsLws	38.295	50.019	-1.3333333730697632	5	It was impossible to miss the sense of apprehension over misguided politics like the proposed ban on fetal tissue use, or the terrible risks involved in devaluing the University of Wisconsin.
RST6PgpsLws	50.667	60.066	0.3333333432674408	6	But these issues too served to focus the vision for the future that is being created along East Washington Avenue, at the UW Research Park, Epic and elsewhere.
RST6PgpsLws	63.079	70.762	0.3333333432674408	8	But it was impossible to miss people like Matt Younkle, Brian Chan, Forrest Woolworth, Allan Dines, who were…well, everywhere.
RTzDzj4NxIM	6.307	13.134	2.0	1	And this provides the perfect cover for him to be Bridal Mask
RTzDzj4NxIM	0.0	7.137	1.0	0	the prison by pretending to be insane to which he must keep the act up after release
RTzDzj4NxIM	14.299	19.739	0.6666666865348816	3	She is the daughter of the head of the freedom fighters
RTzDzj4NxIM	12.134	15.299	-0.3333333432674408	2	The girl in this one has 3 names
RTzDzj4NxIM	34.204	36.75	0.0	5	Kimura Shunji is a gentle teacher
RTzDzj4NxIM	45.298	49.012	0.6666666865348816	7	In conclusion, the lies only hurt
RTzDzj4NxIM	36.329	45.979	2.3333332538604736	6	He falls in love with the girl and after the death of his brother vows to kill Bridal Mask
RTzDzj4NxIM	48.371	53.901	-1.6666666269302368	8	They drive people crazy and make them bitter and hostile
RXcI6PK37lM	5.758	15.558	0.0	1	The Investment Banking Representative Qualification Exam, better known as the Series 79 Exam, is administered by the Financial Industry Regulatory Authority.
RXcI6PK37lM	0.0	6.399	1.6666666269302368	0	Hi, and welcome to our informational video about the Investment Banking Representative Qualification Exam!
RXcI6PK37lM	45.817	55.378	0.0	5	Mergers and Acquisitions, Tender Offers and Financial Restructuring Transactions consists of 34 questions, making up 19% of the score.
RXcI6PK37lM	36.738	46.428	0.0	4	Underwriting and New Financing Transactions, Types of Offerings and Registration of Securities has 43 questions and counts for 25% of the total score.
RXcI6PK37lM	54.677	61.614	0.0	6	and General Securities Industry Regulations has 23 questions, and makes up 13% of the exam score.
RXcI6PK37lM	78.333	87.395	1.0	9	You can also click the links in the video description below or search Google for Mometrix Series 79. We hope you have enjoyed our video and found it helpful.
RaTQZrdICKo	5.878	16.626	0.0	2	In regards to whether or not the economy or the environment will win out in 2009, I think the answer is that probably it will.
RadU51t1kL0	8.662	15.638	-0.3333333432674408	1	God has sent you the perfect person on the planet to make you more mad than any other human being possibly could
RadU51t1kL0	-0.488	8.584	0.0	0	to someone who feels familiar in some way, who is gonna take us to the deepest unfinished parts of ourselves and help perfect us
RadU51t1kL0	23.468	28.589	0.0	3	Here's how it works: All relationships have a cycle of conflict
RadU51t1kL0	34.074	41.709	-1.0	5	Did you know that people who live together before they get married have a higher divorce rate than people who don't live together
RadU51t1kL0	28.257	34.336	-0.6666666865348816	4	The cycle of conflict starts with commitment because we are essentially people of commitment
RadU51t1kL0	42.924	47.595	-1.0	7	After you've road-tested a relationship it seems to me when you get married it should be a slam-dunk
RadU51t1kL0	49.02	52.854	0.6666666865348816	9	Once you commit yourself to someone it changes you
RadU51t1kL0	47.054	49.162	-0.6666666865348816	8	That's not how it works
RdExUaEIWIk	2.226	13.313	-0.3333333432674408	1	Off to a bad start, a series of rumors makes them get involved in each other's careers and boosts her popularity enough to participate in a matchmaking show
RdExUaEIWIk	0.0	2.737	0.0	0	who meets a famous actor by chance
RdExUaEIWIk	27.07	31.572	0.0	3	Her father is the author of the popular web-comic W
RdExUaEIWIk	12.313	27.571	0.0	2	W – Two Worlds tells the story of a surgeon living in the real world
RdExUaEIWIk	36.399	42.118	0.0	5	She gets pulled into the comic world and comes face to face with it’s hero
RdExUaEIWIk	31.171	36.91	0.0	4	Things become complicated when her father decides to kill off the main character
RdOc70IrjJo	4.83	8.824	0.3333333432674408	1	Today we are going to talk about how do insurance companies make money.
RdOc70IrjJo	20.295	30.614	0.3333333432674408	4	But those premiums that the insurance receives are invested in the stock market, their invested in gold, their invested in other businesses.
Rdf0Psjyrwc	5.728	25.635	2.6666667461395264	1	They have been wonderful, helping us with our success stories, our testimonial videos that we've been able to share with our clients, and it's been really great talking to other top-producing team leaders and owner/brokers throughout the country on their Vyral experience.
Rdf0Psjyrwc	0.0	6.728	1.6666666269302368	0	Hi, I'm Molly Stewart with Home Warranty of America and I'd like to talk to you today about Vyral Marketing.
Rdf0Psjyrwc	36.429	43.884	1.3333333730697632	3	So I highly encourage you to use Vyral Marketing and find out how they can help you grow your business too.
Rdf0Psjyrwc	24.635	37.429	1.3333333730697632	2	They have database marketing, video marketing, social media, they handle that as well too, and to hear the success stories from them as well too, it's been really great.
RfKxYiFd-fs	2.576	8.335	1.0	1	I run a social enterprise in the United States called Rubicon Programs.
RfKxYiFd-fs	19.936	37.638	0.0	4	Just stepped out of a session with Al Gore where he's of course making the very important comment that the economy and the environment are bound together,and that if we are wise and smart it's not a choice that has to be made but the two are together.
RgubFcmvgDE	7.195	11.667	-0.6666666865348816	1	This cruelty caused me to have second thoughts about all animals, and how we, humans, treat them
RgubFcmvgDE	0.0	5.361	-0.6666666865348816	0	In the circus, they are chained down in boxcars for most hours of the day, sometimes for days on end
RgubFcmvgDE	22.041	28.519	-2.0	3	I learned that breeding mother pigs are forced to live in cages so small that they can't even turn around for their entire lives
RgubFcmvgDE	38.564	43.565	0.0	5	As for cows, I thought that there could be nothing wrong with dairy, I thought cows just produce milk
RgubFcmvgDE	29.045	37.828	-1.3333333730697632	4	Their piglets are taken away from them within weeks to be fattened up for slaughter, and the mother pigs are forced to go through this process again and again
RgubFcmvgDE	45.628	52.325	-1.0	7	But then I learned that because of growth hormones and unnatural diets, today's dairy cows produce ten times more milk than they would naturally
RgubFcmvgDE	42.565	45.74	-0.3333333432674408	6	It's a natural process, so how could that be cruel
RqOgkJbqFXg	12.892	27.302	-0.6666666865348816	1	Access to education as we know it is no longer sufficient or valid, only access to education but education that has no quality, does not produce any tangible results.
RqOgkJbqFXg	26.551	34.076	0.6666666865348816	2	Many of the world's poor have access to education and, in fact, have been to third, sixth, ninth grade.
RqOgkJbqFXg	60.424	72.848	-0.6666666865348816	5	But we think that if we do not do something with quality education right now, we will not be able to overcome the challenges that we're facing right now.
RqOgkJbqFXg	40.31	61.025	0.3333333432674408	4	In order to facilitate the resources to provide this education we think that education should pay for itself or could pay for itself by income-generating educational programs on campus with teachers and with students.
Rse6laKf1i8	47.982	52.145	2.3333332538604736	11	Everywhere I went I felt welcomed and supported by this community
Rse6laKf1i8	44.011	48.444	1.3333333730697632	10	I kept noticing smiles and warm greetings from staff and faculty
Rse6laKf1i8	0.051	6.459	1.6666666269302368	0	She helped me build such a strong foundation in math that as an engineering student today I am so grateful for
Rse6laKf1i8	12.742	17.634	1.6666666269302368	3	It probably could have just as easily been a bad experience, but it was a great one
Rse6laKf1i8	8.522	13.204	1.6666666269302368	2	My first college class was such an overwhelmingly good experience
Rse6laKf1i8	29.923	34.186	0.0	7	And it’s an experience which could have easily done the opposite
Rse6laKf1i8	20.804	30.175	1.6666666269302368	6	An experience which made me start to believe in school being possible for me, an experience which made me begin to believe in myself
Rse6laKf1i8	39.921	44.812	2.3333332538604736	9	I kept finding myself in front of the most inspiring, passionate teachers
Rse6laKf1i8	35.96	40.392	0.0	8	This was only the beginning though, because this experience was not exclusive
Rt9rN1ntS3E	49.539	52.175	1.0	11	 Don't tell anybody about our magic coffin
Rt9rN1ntS3E	47.902	50.539	1.6666666269302368	10	 It's a secret now? Yes
Rt9rN1ntS3E	9.081	15.828	1.0	1	 We really wish we could be with you there at Vidcon but we're in production on our new series, Rhett and Link's Buddy System
Rt9rN1ntS3E	5.788	9.991	1.6666666269302368	0	Hey, Rhett and Link here, just hanging out in our magic coffin
Rt9rN1ntS3E	21.373	28.748	0.3333333432674408	3	 And a rollerskating/rollerblading fight, and a barbershop quartet that we sing with clones of ourselves
Rt9rN1ntS3E	14.828	22.153	1.3333333730697632	2	 It is a scripted musical comedy which features a lot of totally normal things, the least of which is this magic coffin
Rt9rN1ntS3E	30.243	34.655	1.0	5	 Actually, definitely a talking exercise bike because that is also in there
Rt9rN1ntS3E	27.748	30.883	0.0	4	 And possibly a talking exercise bike
Rt9rN1ntS3E	34.972	41.439	2.6666667461395264	7	 We're super excited to be working with YouTube to bring this to our fans on the platform via YouTube Red
Rt9rN1ntS3E	33.775	35.972	1.0	6	 And lots of other stuff
Rt9rN1ntS3E	44.55	48.743	1.3333333730697632	9	 In the meantime, we're gonna be hanging out in our secret magic coffin
Rt9rN1ntS3E	40.439	45.55	1.0	8	 So look for Rhett and Link's Buddy System this year on YouTube Red
Rugd2NMu4bA	31.041	43.365	0.6666666865348816	11	 Do you speak other languages? Parlez-vous d’autres langues? Are you a missionary? Es-tu missionnaire? I am tired
Rugd2NMu4bA	43.273	47.296	0.3333333432674408	13	 She is tired also
Rugd2NMu4bA	49.329	51.576	1.0	15	 The church is pretty
Rugd2NMu4bA	1.608	11.019	0.6666666865348816	1	 How are you? Bonjour, comment allez-vous? I speak English
Rugd2NMu4bA	13.93	17.803	0.0	5	 I want to leave
Rugd2NMu4bA	18.609	24.288	0.0	7	 It is necessary to study a lot
RvIohowRPAk	40.06	50.15	-1.3333333730697632	11	""" So we spent the next two hours you know, driving around the neighborhood, asking people you know and as time goes on, everything just started feeling worse and worse"
RvIohowRPAk	38.434	40.751	-0.6666666865348816	10	But whatever, let's just go with it
RvIohowRPAk	49.15	51.606	-1.0	12	I called the local radio station
RvIohowRPAk	-0.458	8.145	-0.3333333432674408	0	Apparently, fireworks went off and totally freaked Kuma out and he did something that he's never done before which is fu**ing bolt
RvIohowRPAk	14.249	17.903	0.3333333432674408	3	Like my brother's a pretty tanned dude, like big dude
RvIohowRPAk	7.883	15.249	0.0	2	He ran outside of our yard and Josh and I were driving back from yoga, and I seen my brother walking down the street
RvIohowRPAk	17.172	24.917	-2.3333332538604736	4	"Just looks miserable white and like panic-stricken and his girlfriend Kelly was freakin' crying, and we're like, ""What is happening"
RvIohowRPAk	26.85	29.537	-0.3333333432674408	7	He ran off and we can't find him
Rw2pzFGosmw	0.0	5.711	1.3333333730697632	0	Louise was a fairly popular comic book artist at the time, having an incredible run on Golden Age Aquaman
Rw2pzFGosmw	19.547	23.939	1.0	3	Well interestingly enough, she fell into the public domain
Rw2pzFGosmw	16.224	20.367	1.0	2	But what ever happened to Shannon Kane, the Spider Queen, you might be wondering
Rw2pzFGosmw	24.895	31.881	2.0	5	In 1993 Marvel created a series called Invaders, and with issue number one we saw the Spider Queen
Rw2pzFGosmw	23.029	25.895	0.3333333432674408	4	But that is not the end of her story
Rw2pzFGosmw	42.106	48.653	0.3333333432674408	7	She was a member of the villainous Battle Axis along with several other Golden Age heroes that also slipped into the public domain
Rw2pzFGosmw	47.873	53.253	0.0	8	Together, they were all turned from heroes into Nazis
RwcTz-tOIeo	6.876	14.281	-1.6666666269302368	1	They have been imprisoned for practising their faith--a fundamental right guaranteed under international and Iranian law.
RwcTz-tOIeo	0.0	7.457	-0.3333333432674408	0	Mr. Speaker, this May 14th marked eight years of incarceration for Iran's seven Baha'i leaders.
RwcTz-tOIeo	13.71	23.939	-0.3333333432674408	2	They are among hundreds of prisoners of conscience held in Iranian jails on the grounds of their religious beliefs, political opinions, and civil activities.
RwcTz-tOIeo	29.953	36.64	0.6666666865348816	5	Many of them have restricted access to crucial medical care, regardless of life-threatening illnesses.
Ry2NJPd4N3s	78.982	90.698	-0.6666666865348816	12	I learned an awful lot about the state of Vermont but it was probably the hardest thing I've ever done in my entire life was to run for state wide political office.
Ry2NJPd4N3s	107.148	115.431	1.3333333730697632	15	Anyone who runs for state wide office is a person who really does see public service over self.
Ry2NJPd4N3s	97.729	107.24	1.0	14	That comes from a deep commitment of the democratic process and wanting to make the world a better place.
Ry2NJPd4N3s	175.912	183.157	0.6666666865348816	23	So, to run for state wide office you need a lot of intestinal fortitude, courage and self confidence.
Ry2NJPd4N3s	115.01	127.234	-0.6666666865348816	16	We all, to often I think, paint the established politician who's been there for 30 years like a Pat Lahey, as somehow or other, not appropriate.
Ry2NJPd4N3s	12.393	17.244	0.3333333432674408	2	That person has made a commitment that they want to do a couple of things.
Ry2NJPd4N3s	46.755	56.874	1.0	8	It's that kind of thing but we need people who are willing to challenge incumbents so that you can have an exchange of ideas and that's what makes the election process work.
S0ecaAi_CJo	10.727	23.071	2.0	2	Independence is about learning to really rely on yourself, and believing in yourself, and the more you do, that you accomplish, that you feel good about yourself, the more independent you can become.
S0ecaAi_CJo	30.432	37.628	0.3333333432674408	4	Learning to be independent, doesn't necessarily mean that you don't need people.
S21ApRNQ9Ko	96.751	103.459	-1.0	15	You just can't sell it that way, it's either going to be used, it's going to be scratched, it's going to be damaged, or flat out stolen.
S21ApRNQ9Ko	89.388	97.732	-0.6666666865348816	14	If it is 50% off there's not that type of profit margin in gaming, you're just not getting what you expected to.
S21ApRNQ9Ko	11.385	19.908	0.3333333432674408	1	Well the first thing you have to know is is that when you're buying things online you basically have two choices, well three.
S21ApRNQ9Ko	0.0	12.076	2.6666667461395264	0	"""Nice!"" ""Aw."" Hi I'm Rokosz, your digital lifestyle expert and we're talking about how to buy Wii games and accessories online."
S21ApRNQ9Ko	28.596	45.071	0.0	3	A second is used, always a little bit more tricky, your major auction sites can do but there's a little bit more risk because you know when you're dealing with basically DVD's or game DVD's a scratch or two you may not see can ruin your whole experience on it.
S21ApRNQ9Ko	18.998	29.287	1.3333333730697632	2	One is to buy em from a reputable source; Amazon, or any of the major big box retailers that also have online activities; a trusted buyer, that's your first.
S2znq3iRPwE	41.268	45.351	1.0	10	They do have great customer support whenever I call with a question.
S2znq3iRPwE	51.035	63.07	2.0	13	So currently I am signed up for 5% cash back on gas stations which is really great cause everyone knows how expensive gas is and it's pretty hard paying for that as a college student.
S2znq3iRPwE	45.727	51.177	2.0	12	But my favorite part of the Discover It credit card is their cash back.
S2znq3iRPwE	97.28	106.801	1.6666666269302368	20	Sorry I keep rambling, but I could just go on and on about what a fantastic credit card this is and you should check it out for yourself.
S2znq3iRPwE	78.054	84.571	0.6666666865348816	17	Currently they are offering more cash back on certain websites because of back to school sales.
