video_id,clip_id,text,gen_label,annotation,mode,label_by
PZ-lDQFboO8,8,UM UM A YOU KNOW ALONG WITH THE XXX I WOULD PROBABLY SAYING GO SEE THIS MOVIE AN EARLY SHOWING DONT SPEND A LOT OF MONEY FOR THE NIGHT VIEWING,surprise,Negative,train,0
QN9ZIUWUXsY,11,UM THE DIRECTION IS A BIT ITS WOBBLY,anger,Negative,train,0
QN9ZIUWUXsY,10,ITS ITS A BIT OF A MIXED BAG COZ THERE WERE SOME VERY BRIGHT MOMENTS,joy,Positive,train,0
QN9ZIUWUXsY,13,BUT WHAT IT LACKS IN THOSE AREAS IT MOST DEFINATELY MAKES UP FOR JUST LIKE SHEER VISUAL SPECTACLE,joy,Positive,train,0
QN9ZIUWUXsY,12,BASICALLY A LOT OF ELEMENTS THAT I COULD TAKE A MOVIE ON ITS REALLY WOBBLY,anger,Negative,train,0
QN9ZIUWUXsY,15,SO MANY MOMENTS IN THIS MOVIE THAT ARE JUST FRAMED AND LIT SO PERFECTLY THAT SO THAT YOU JUST GO LIKE KIND OF HUH THATS REALLY REALLY COOL,joy,Positive,train,0
QN9ZIUWUXsY,14,I MEAN THIS MOVIE HAS THE MOST GORGEOUS VISUALS OUT OF ANY MOVIES SINCE PROBABLY AVATAR ME IF NOT PRETTIER,joy,Positive,train,0
QN9ZIUWUXsY,17,IT IT DOESNT MAKE MUCH SENSE I KNOW,sadness,Negative,train,0
QN9ZIUWUXsY,16,AND THEN TAKE THAT WORLD THAT HAVE BEEN SET LIKE A CRAP TUNNEL OF REALLY KINETIC REALLY WELL DONE ACTION SEQUENCES IN IT AND YOU HAVE TRON LEGACY,surprise,Positive,train,0
QN9ZIUWUXsY,18,AND BASICALLY THIS MAKES NO SENSE,anger,Negative,train,0
QN9ZIUWUXsY,1,MAIN DRAW FOR ME FOR THIS MOVIE WAS JUST THE FACT THAT ITS SET IN THIS LIKE RIDICULOUS WORLD WITH ALL THESE BRIGHT BEAUTIFUL COLORS AND RIDICULOUS ACTION SEQUENCES,joy,Positive,train,0
QN9ZIUWUXsY,3,BUT I DO THINK ITS A VERY INTERESTING ONE,joy,Positive,train,0
QN9ZIUWUXsY,2,AND I DONT THINK THATS A VERY GOOD MOVIE,sadness,Negative,train,0
QN9ZIUWUXsY,5,BUT I WAS STILL RIDICILOUSLY ENTERTAINED BY IT,joy,Positive,train,0
QN9ZIUWUXsY,4,I CAN TELL YOU THAT TRON LEGACY IS NOT A GOOD MOVIE,sadness,Negative,train,0
QN9ZIUWUXsY,7,TRON LEGACY IS A MOVIE WHERE ON MOST COUNTS THAT I JUDGE MOVIES IT KIND OF FAILS,sadness,Negative,train,0
QN9ZIUWUXsY,6,ARE THESE TWO THINGS POSSIBLE IN THE SAME SENTANCEI I REALLY DO THINK SO,surprise,Positive,train,0
QN9ZIUWUXsY,9,THE SCRIPT CAN BE HORRIBLE,anger,Negative,train,0
QN9ZIUWUXsY,8,THE PERFORMANCES ARE NAH,anger,Negative,train,0
Qr1Ca94K55A,11,AND SOME REALLY COOL GUN FIGHTS,joy,Positive,train,0
Qr1Ca94K55A,10,UM ONE OF THE BIG THINGS I WAS DISAPPOINTED THOUGH WAS I FELT THAT THEY COULDVE DONE A LOT MORE WITH 3D,sadness,Negative,train,0
Qr1Ca94K55A,13,UM NOW I DONT REALLY RECOMMEND THIS IF YOU GO ON A DATE WITH SOME GIRL,sadness,Negative,train,0
Qr1Ca94K55A,12,AND I THOUGHT IT WAS JUST GONNA BE MORE THAN THAT BUT SO I WAS A LITTLE DISAPPOINTED IN THAT,sadness,Negative,train,0
Qr1Ca94K55A,14,UM BUT IF YOURE XXX MOVIE GOER LIKE I AM I TOTALLY RECOMMEND SEEING THIS BECAUSE ITS JUST A FUN ENTERTAINING MOVIE AND I THINK THAT YOU WILL ENJOYE IT,joy,Positive,train,0
Qr1Ca94K55A,1,NOW THIS MOVIE IS JUST RIDICULOUS AND I I THOUGHT IT WAS EXCELLENT,surprise,Positive,train,0
Qr1Ca94K55A,3,SHE DIDNT REALLY DO ANYTHING FOR ME,sadness,Negative,train,0
Qr1Ca94K55A,2,HER ACTING WAS PRETTY BAD,anger,Negative,train,0
Qr1Ca94K55A,5,AND HIS ACTING WASNT REALLY GOOD IN THAT MOVIE,sadness,Negative,train,0
Qr1Ca94K55A,4,BUT THE REAL STAR THAT FELL OUT OF THIS MOVIE WAS WILLIAM FICHTNER CHARACTER OR WILLIAM FICHTNER,joy,Positive,train,0
Qr1Ca94K55A,7,AND WHATEVER SO NO IM NOT SAYING THIS MOVIE IS BAD COZ ITS ITS NOT,sadness,Negative,train,0
Qr1Ca94K55A,6,BUT IT MADE IT HYSTERICAL AND IT WAS JUST FUNNY WITH ALL OF THESE LITTLE ONE LINERS THAT HE HAD,joy,Positive,train,0
Qr1Ca94K55A,9,IT WAS IT WAS GOOD,surprise,Positive,train,0
Qr1Ca94K55A,8,LIKE I SAID BEFORE IT HAD TACKY ONE LINERS THAT WERE JUST HYSTERICAL,joy,Positive,train,0
Sqr0AcuoNnk,20,THE WHOLE TIME I SAW HER ALL I THOUGHT WAS HELEN HUNT AND RENEE ZELLWEGGER,surprise,Negative,train,0
Sqr0AcuoNnk,21,ANOTHER THING WAS THE FACT THAT THERE WAS NOT ONE HEALTHY RELATIONSHIP OR POSITIVE GOOD RELATIONSHIP IN THIS WHOLE MOVIE,anger,Negative,train,0
Sqr0AcuoNnk,22,BUT THATS KIND OF DEPRESSING,sadness,Negative,train,0
Sqr0AcuoNnk,1,I DONT REALLY KNOW I DONT ITS SO WEIRD,fear,Negative,train,0
Sqr0AcuoNnk,3,AND THERE WERE TIMES THAT I THOUGHT IT WAS FUNNY,joy,Positive,train,0
Sqr0AcuoNnk,2,I THERE WERE TIMES IN THE MOVIE WHERE I FELT REALLY BORED,sadness,Negative,train,0
Sqr0AcuoNnk,5,I JUST DONT THINK IT WAS VERY GOOD,sadness,Negative,train,0
Sqr0AcuoNnk,4,AND THERE WERE TIMES THAT I WAS JUST SITTING THERE AFTER THEY SAID THEIR JOKES AND I WAS LIKE THATS NOT NOBODYS LAUGHING THATS NOT FUNNY,sadness,Negative,train,0
Sqr0AcuoNnk,7,SO I THINK THAT NO STRINGS ATTACHED WAS BETTER THAN FRIENDS WITH BENEFITS,joy,Positive,train,0
Sqr0AcuoNnk,6,AND THIS IS THE THING FRIENDS WITH BENEFITS AND NO STRINGS ATTACHED THEY ARE THE SAME MOVIE DIFFERENT WAYS OF GETTING TO THE SAME POINT BUT ITS THE SAME POINT,anger,Negative,train,0
Sqr0AcuoNnk,9,I THOUGHT IT WAS VERY FUNNY,joy,Positive,train,0
Sqr0AcuoNnk,8,I WAS NOT BORED DURING NO STRINGS ATTACHED,joy,Positive,train,0
Sqr0AcuoNnk,11,BUTSIGH IT HAD A LOT OF REALLY BAD MOMENTS,sadness,Negative,train,0
Sqr0AcuoNnk,10,UM AND UH FRIENDS WITH BENEFITS HAD ITS MOMENTS,neural,Neutral,train,0
Sqr0AcuoNnk,13,HE IS BRILLIANT THERE IS NOT A MOVIE THAT I SEE HIM IN THAT I DONT END UP CRYING BECAUSE HE IS SO FANTASTIC AND HE JUST BREAKS YOUR HEART WHENEVER HE DOES YOU KNOW A ROLE THAT USUALLY HIS ROLES DO BREAK YOUR HEART AT SOME POINT SO DEFINITELY DID IN THIS MOVIE,joy,Positive,train,0
Sqr0AcuoNnk,12,AND HE IS ONE OF MY FAVORITE ACTORS EVER,joy,Positive,train,0
Sqr0AcuoNnk,15,THE LADY WHO PLAYS JUSTIN TIMBERLAKES SISTER UM I THOUGHT SHE WAS VERY GOOD IN THIS MOVIE,joy,Positive,train,0
Sqr0AcuoNnk,14,I LIKE TEARED UP IN FRIENDS WITH BENEFITS BECAUSE OF HIM,joy,Positive,train,0
Sqr0AcuoNnk,17,AND SHE LOOKS LIKE RENEE ZELLWEGGER AND HELEN HUNT FROM A TWISTER MOVIE,anger,Negative,train,0
Sqr0AcuoNnk,16,AND I THOUGHT SHE WAS JUST LIKE REALLY NATURAL AND FUNNY,joy,Positive,train,0
Sqr0AcuoNnk,19,IT WAS WEIRD,disgust,Negative,train,0
Sqr0AcuoNnk,18,AND SHE TALKS LIKE HER TOO,joy,Positive,train,0
TvyZBvOMOTc,11,LIP SMAKCING A LOT OF THIS MOVIE BRINGS A CUTE LAUGH HERE AND THERE,joy,Positive,train,0
TvyZBvOMOTc,10,EVEN THOUGH THE WHOLE MOVIE IS BASED ON WHETHER SHE GETS TO DUBLIN IN TIME YOURE NEVER REALLY WORRIED ABOUT IT BECAUSE YOU KNOW SHE GETS THERE,sadness,Negative,train,0
TvyZBvOMOTc,13,AND SEEM TO BE REALLY ENJOYING THEMSELVES THE WHOLE WAY THROUGH,joy,Positive,train,0
TvyZBvOMOTc,12,AND BOTH THE ACTORS AMY ADAMS AND MATTHEW GOODE WORK WELL WITH EACH OTHER,joy,Positive,train,0
TvyZBvOMOTc,15,ALL IN ALL IF YOURE LOOKING FOR A CUTE ROMANTIC COMEDY WITH A BEAUTIFUL SETTING THEN THIS WILL PROBABLY BE A GOOD MOVIE FOR YOU,joy,Positive,train,0
TvyZBvOMOTc,14,EVEN WHEN THEYRE FIGHTING IN THE MOVIE THOUGH IT JUST SEEMS LIKE ITS THEIR BANTER NOT ACTUAL DISLIKE,surprise,Negative,train,0
TvyZBvOMOTc,1,WHICH WOULD HAVE BEEN A BETTER NAME FOR THE MOVIE,sadness,Negative,train,0
TvyZBvOMOTc,3,THE COUNTRYSIDE WHICH THEY SHOWED WHILE GOING ACROSS IRELAND WAS ASTOUNDINGLY BLE BEAUTIFUL,joy,Positive,train,0
TvyZBvOMOTc,2,AND I REALLY ENJOYED IT,joy,Positive,train,0
TvyZBvOMOTc,5,ALTHOUGH I ENJOYED THE MOVIE,joy,Positive,train,0
TvyZBvOMOTc,4,AND IN THE SCENE WITH THE DESTROYED CASTLE IT REALLY REMINDED ME WHY I WANT TO GO THERE SO BADLY,joy,Positive,train,0
TvyZBvOMOTc,7,ITS A FUN CHICK FLICK,joy,Positive,train,0
TvyZBvOMOTc,6,IF I THINK ABOUT IT HONESTLY THE PLOT WASNT THAT GREAT,surprise,Negative,train,0
TvyZBvOMOTc,9,LIP SMACKING ALL THE PROBLEMS THAT COME TO STOP THEM FROM GETTING TO THEIR DESTINATION ARE ALTHOUGH PLAUSIBLE A LITTLE WEAK,sadness,Negative,train,0
TvyZBvOMOTc,8,BUT OTHER THAN THAT IT DOESNT REALLY HOLD UP UNDER INSPECTION,anger,Negative,train,0
VCslbP0mgZI,11,SO ZACH SNYDER HERE IS MAKING A MOVIE THATS OSTENSIBLY ABOUT FEMALE EMPOW EMPOWERMENT BUT ITS A MOVIE ABOUT FEMALE EMPOWERMENT WHICH INCLUDES A LOT OF CLEARING THROAT SLAPPING THAT INCLUDES A LOT OF WOMEN IN BUSTIERS THAT INCLUDES A LOT OF VIOLENCE DONE AGAINST WOMEN AND ULTIMATELY IN WHICH MOST OF THE WOMEN END UP COMPLETELY DISEMPOWERED,sadness,Negative,train,0
VCslbP0mgZI,10,IT WOULD BE COMPLETELY INAPPROPRIATE IN FACT IT WOULD BE RACIST,anger,Negative,train,0
VCslbP0mgZI,13,I COULD KINDA SEE THAT IN A SORT OF CHRIS ROCK DAVE CHAPELLE WAY,joy,Positive,train,0
VCslbP0mgZI,12,CLAPPING LAUGHING SO OKAY IF ZACH SNYDER WERE A WOMAN I WOULD SAY OKAY SHES MAKING A COMMENT ABOUT THE WAY WOMEN CANT BE EMPOWERED IN MALE DOMINATED SOCIETIES IN THE WAY MEN UM DISTRACT AND AND HURT AND DAMAGE WOMEN AND PREVENT THEM FROM ASSERTING WHO THEY REALLY ARE,anger,Negative,train,0
VCslbP0mgZI,15,SO IF I GIVE ZACH SNYDER THE BENEFIT OF THE DOUBT THIS IS A MOVIE THAT LOOKS GREAT HAS SOME BAD ACTING,joy,Positive,train,0
VCslbP0mgZI,14,BUT ZACH SNYDER IS A GUY AND BECAUSE OF THAT THIS STUFF KINDA ENDS UP LOOKING LIKE THE SH HE MAN WOMAN HATERS CLUB,disgust,Negative,train,0
VCslbP0mgZI,17,IF I DONT GIVE ZACH SNYDER THE BENEFIT OF THE DOUBT,anger,Negative,train,0
VCslbP0mgZI,16,AND HAS WAY TOO MUCH VIOLENCE AGAINST WOMEN,anger,Negative,train,0
VCslbP0mgZI,1,POOP,disgust,Negative,train,0
VCslbP0mgZI,3,GUARDIANS OF OWL LAND WHATEVER THAT CAME OUT AND I NEVER SAW IT,neural,Neutral,train,0
VCslbP0mgZI,2,MUSIC IN BACKGROUND LAUGHING CURRENTLY IN THEATRES STARRING NO ONE YOUVE EVER HEARD OF,fear,Negative,train,0
VCslbP0mgZI,5,UM HERES WHY YES STUTTERING T THERES PROBLEMS WITH THIS AND I WANNA TALK ABOUT THEM BUT YOU KNOW IT LOOKS BEAUTIFUL,joy,Positive,train,0
VCslbP0mgZI,4,AND THIS SUCKERS GETTING THIS SUCKER IS GETTING PANNED LIKE LAST AIRBENDER GARBAGE PANNED AND I WANNA SAY THIS I DID NOT THINK IT WAS LIKE LAST AIRBENDER GARBAGE,anger,Negative,train,0
VCslbP0mgZI,7,IT ACTUALLY HAS SOME SOME THEM THEMATICALLY IT HAS SOME COOL THEMES ABOUT HEROISM AND ABOUT LIKE TAKING OWNERSHIP OF YOURSELF AND THINGS LIKE THAT WHICH I RESONATED WITH AND I WHI AND WHICH I APPRECIATED,joy,Positive,train,0
VCslbP0mgZI,6,THERE ARE SOME REALLY COOL UH MOMENTS IN THIS,joy,Positive,train,0
VCslbP0mgZI,9,UM IF LIKE ME OR LAUGHING SOME OTHER WHITE PERSON OR HISPANIC PERSON OR WHATEVER DID THE SAME JOKES IT WOULD NOT BE FUNNY,disgust,Negative,train,0
VCslbP0mgZI,8,BUT HERES THE ESSENTIAL PROBLEM WITH THIS MOVIE THE ESSENTAIL PROBLEM OF THIS MOVIE WELL MAYBE THIS WOULD BE THE BEST WAY TO PUT IT UM THERE WAS A UH A COMEDIAN NAMED DAVE CHAPELLE UM AND DAVE CHAPELLE UM AND ANOTHER COMEDIAN CHRIS ROCK ARE UM AFRICAN AMERICAN AND IN THEIR COMEDY THEY SOMETIMES TAKE ON AFRICAN AMERICAN CULTURE WHAT THEY PERCEIVE TO BE AFRICAN AMERICAN CULTURE AND SO THEY WILL ESSENTIALLY MAKE FUN OF BLACK PEOPLE AND THE THING WITH DAVE CHAPELLE AND WITH CHRIS ROCK IS BECAUSE THEYRE BLACK THEY CAN KINDA DO THAT AND THERES SOMETHING ABOUT THAT THATS ACCEPTABLE,sadness,Negative,train,0
VbQk4H8hgr0,54,AND IT WASNT WORTH IT IN MY OPINION TO GO SEE IT,sadness,Negative,train,0
VbQk4H8hgr0,42,SO THAT JUST PISSED ME OFF MORE,anger,Negative,train,0
VbQk4H8hgr0,48,AND I LOVED IT AND THIS ONE JUST WAS A FLAT OF DISAPPOINTMENTS,sadness,Negative,train,0
VbQk4H8hgr0,43,BUT REALLY I COULDVE SHOULDVE JUST WALKED UP AND LEFT AT THAT MOMENT,anger,Negative,train,0
VbQk4H8hgr0,49,SO IM GONNA RATE THIS ONE TWO STARS,sadness,Negative,train,0
VbQk4H8hgr0,52,BECAUSE THE MOVIE DID HAVE SOME POINTS WHEN I WAS LAUGHING,joy,Positive,train,0
VbQk4H8hgr0,53,BUT VERY FEW,anger,Negative,train,0
VbQk4H8hgr0,24,UM IT WAS A WASTE OF MY TIME,anger,Negative,train,0
VbQk4H8hgr0,25,AND I DONT SUGGEST ANYONE GO SEE IT,disgust,Negative,train,0
VbQk4H8hgr0,26,IF YOURE HOPING TO IF YOU HAVE TO HAVE IF YOU HAVE KIDS AND YOURE FORCED TO GO WHICH YOU PROBABLY WILL IF YOU HAVE KIDS YOU KNOW PUT UP WITH IT AS A PARENT,sadness,Negative,train,0
VbQk4H8hgr0,27,BUT ON YOUR OWN DONT GO SEE IT,fear,Negative,train,0
VbQk4H8hgr0,20,IT COULDVE BEEN SO MUCH BETTER I I COULDVE I SAW IT BEING SO MUCH BETTER IN MY HEAD BUT IT JUST WASNT,sadness,Negative,train,0
VbQk4H8hgr0,21,IT DISAPPOINTED ME HIGHLY,disgust,Negative,train,0
VbQk4H8hgr0,22,AND I WAS JUST SORT OF DISCOURAGED AFTER SEEING THE MOVIE,sadness,Negative,train,0
VbQk4H8hgr0,23,AND IM DEFINATELLY WISH I HAD MY MONEY BACK,surprise,Negative,train,0
VbQk4H8hgr0,46,IT COULDVE BEEN SO MUCH BETTER,sadness,Negative,train,0
VbQk4H8hgr0,47,THAN THE SECOND SEQUEL WAS REALLY GREAT,joy,Positive,train,0
VbQk4H8hgr0,44,IT WAS BORING,anger,Negative,train,0
VbQk4H8hgr0,45,AND NOT AT ALL ORIGINAL IN MY OPINION,disgust,Negative,train,0
VbQk4H8hgr0,28,ITS NOT REALLY THAT GREAT,anger,Negative,train,0
VbQk4H8hgr0,29,EVERYONE IS SPLIT ON THIS ONE JUST AS THEY WERE ON SPIDERMAN,anger,Negative,train,0
VbQk4H8hgr0,40,AND THE CHARACTERS JUST WERENT THE SAME AS THE FIRST TWO THAT I FELL IN LOVE WITH THEM,anger,Negative,train,0
VbQk4H8hgr0,41,IT JUST KIND OF MADE ME WANNA REALLY WALK OUT OF THE THEATER,sadness,Negative,train,0
VbQk4H8hgr0,1,AND THIS IS THE ONE THAT I CAN SAY WAS DEFINATELLY DISAPPOINTED,sadness,Negative,train,0
VbQk4H8hgr0,3,AND I WAS REALLY HOPING THAT THIS ONE BE JUST AS GOOD,sadness,Negative,train,0
VbQk4H8hgr0,2,I LOVE THE FIRST SHREK AND THE SECOND SHREK,joy,Positive,train,0
VbQk4H8hgr0,5,I WAS REALLY DISAPPOINTED WITH THAT,sadness,Negative,train,0
VbQk4H8hgr0,4,AND IT JUST THAT IT HADNT ANYTHING NEW TO OFFER,surprise,Negative,train,0
VbQk4H8hgr0,7,AND IT OFFERED NOTHING OF THE SUCH,anger,Negative,train,0
VbQk4H8hgr0,6,I MEAN I WENT IN THERE HOPING TO SEE SOMETHING ORIGINAL AND FUNNY LIKE THE FIRST TWO,sadness,Negative,train,0
VbQk4H8hgr0,9,THERE WAS A FEW JOKES OK YEAH MAKE YOU GIGGLE OR SOMETHING,joy,Positive,train,0
VbQk4H8hgr0,8,IT WASNT REMOTLY FUNNY,fear,Negative,train,0
VbQk4H8hgr0,51,BUT IM GONNA GIVE IT A TWO TO BE FAIR,anger,Negative,train,0
VbQk4H8hgr0,39,BUT I STILL FIND IT POINTLESS IN THE END OF THE MOVIE,sadness,Negative,train,0
VbQk4H8hgr0,38,I MEAN ITS PLEASENT TO THE STORY,anger,Negative,train,0
VbQk4H8hgr0,11,NOTHING REALLY THAT FUNNY,fear,Negative,train,0
VbQk4H8hgr0,10,BUT THATS NOTHING MAJOR,anger,Negative,train,0
VbQk4H8hgr0,13,THE CHARACTERS ARE ALL THE SAME,anger,Negative,train,0
VbQk4H8hgr0,12,OR ANYTHING ORIGINAL,sadness,Negative,train,0
VbQk4H8hgr0,15,AND I LOVED PUSS IN BOOTS,joy,Positive,train,0
VbQk4H8hgr0,14,AND NOT EVEN AS GOOD AS THE FIRST TWO MOVIES,sadness,Negative,train,0
VbQk4H8hgr0,17,THE DONKEY AND PUSS IN BOOTS RIVALRY THATS GOING ON IT JUST IT WASNT AS FUNNY THE THIRD TIME AROUND,surprise,Negative,train,0
VbQk4H8hgr0,16,AND HE WASNT EVEN THAT GREAT THIS TIME AROUND,disgust,Negative,train,0
VbQk4H8hgr0,19,PLAIN AND SIMPLY IT WAS DULL FOR ME,anger,Negative,train,0
VbQk4H8hgr0,18,AND THERE WAS NOTHING NEW TO OFFER,anger,Negative,train,0
VbQk4H8hgr0,31,I HAVE TO AGREE ON THE NEGATIVE SIDE IT WAS NOT GREAT,anger,Negative,train,0
VbQk4H8hgr0,30,AND JUST THEY ARE WITH ALL THE OTHER SEQUELS THAT ARE COMING OUT AN THIS ONE,neural,Neutral,train,0
VbQk4H8hgr0,37,SO THE ADDITION OF THIS CHARACTER WAS PRETTY POINTLESS,sadness,Negative,train,0
VbQk4H8hgr0,36,AND NONE OF THEM WERE REALLY THAT GREAT I MEAN STANDS OUT IN YOUR MIND,sadness,Negative,train,0
VbQk4H8hgr0,35,BUT THEY DIDNT EVEN GIVE HIM THAT MUCH TO DO THE HE HAD ONLY FEW MINOR LINES,anger,Negative,train,0
VbQk4H8hgr0,34,AND THERES A NE AN INTRODUCTION OF A NEW CHARACTER JUSTINE TIMBERLAKES CHARACTER ALREADY IN THE FILM,fear,Negative,train,0
VbQk4H8hgr0,33,I MEAN THERES A FEW MOMENTS YEAH THAT ARE ORIGINAL AND FUNNY,joy,Positive,train,0
VbQk4H8hgr0,55,SO I DEFINATELLY SUGGEST,joy,Positive,train,0
VbQk4H8hgr0,32,IT WASNT EVEN REMOTELY GOOD,sadness,Negative,train,0
VbQk4H8hgr0,50,IT SHOULDVE REALLY BE ONE,anger,Negative,train,0
Vj1wYRQjB-o,1,WELL HE PLAYS THAT WELL SO HES A GOOD VILLAIN,joy,Positive,train,0
Vj1wYRQjB-o,3,ITS PRETTY PRETTY SCARY LOOKING,fear,Negative,train,0
Vj1wYRQjB-o,2,HE ALSO HAS SOME REALLY COOL GUNS SO THAT ITS LIKE A DESERT EAGLE BUT IT HAS TO BARRELS TO IT,joy,Positive,train,0
Vj1wYRQjB-o,5,AND I WHO WOULD I MEAN,surprise,Positive,train,0
Vj1wYRQjB-o,4,I WOULDNT WANT THAT POINTED AT ME,disgust,Negative,train,0
Vj1wYRQjB-o,7,THE ACTION THEY DO HAVE IS REALLY WELL DONE,joy,Positive,train,0
Vj1wYRQjB-o,6,UM LIKE I SAID I THOUGHT THE MOVIE WAS GREAT,joy,Positive,train,0
Vj1wYRQjB-o,9,THEY DID A GOOD JOB WITH THE FIGHT SCENES,joy,Positive,train,0
Vj1wYRQjB-o,8,UM THEY DID A GOOD JOB WITH CAR,joy,Positive,train,0
W8NXH0Djyww,24,UM BUT THIS MOVIE IT HAD EVERYTHING HUMOR ROMANCE ACTION,joy,Positive,train,0
W8NXH0Djyww,25,OF COURSE UM IT WAS JUST IT WAS FUN IT WAS A FUN ENTERTAINING MOVIE,joy,Positive,train,0
W8NXH0Djyww,26,UH IT WAS GOOD FOR THE ENTIRE FAMILY,joy,Positive,train,0
W8NXH0Djyww,27,UM DEFINITELY RECOMMEND CHECKING SEEING THIS UH CHECKING THIS MOVIE OUT,joy,Positive,train,0
W8NXH0Djyww,20,IM NOT EVEN SURE WHAT THEY WERE,surprise,Negative,train,0
W8NXH0Djyww,21,IT WAS JUST SO COOL,joy,Positive,train,0
W8NXH0Djyww,22,LIKE A COVERED WAGON HORSE KINDA COWBOY CHASE SEQUENCE,disgust,Negative,train,0
W8NXH0Djyww,23,OH IT WAS SO COOL,joy,Positive,train,0
W8NXH0Djyww,28,UH I RATED IT FOUR OUT OF FIVE STARS,joy,Positive,train,0
W8NXH0Djyww,29,UM THE ONE THING I DIDNT LIKE ABOUT THIS MOVIE WAS THEY BROUGHT THE MAIN CHARA UH THE BAD CHARACTER I SHOULD SAY IN KINDA LATE,sadness,Negative,train,0
W8NXH0Djyww,1,NOW RANGO WAS JUST FANTASTIC,joy,Positive,train,0
W8NXH0Djyww,3,UH IT WAS SO MUCH BETTER THAN I THOUGHT IT WAS GOING TO BE,joy,Positive,train,0
W8NXH0Djyww,2,SURPRISED ME,sadness,Negative,train,0
W8NXH0Djyww,5,IT HAD ALL THIS STEREOTYPICAL TRAITS OF A WESTERN TOWN,sadness,Negative,train,0
W8NXH0Djyww,4,AND THIS TOWN WAS LIKE FROM A GOOD OLD WESTERN,surprise,Positive,train,0
W8NXH0Djyww,7,IT WAS A GREAT MOVIE,joy,Positive,train,0
W8NXH0Djyww,6,I DUNNO BUT IT WAS IT WAS COOL,joy,Positive,train,0
W8NXH0Djyww,9,THE ALL THE ANIMALS WERE JUST SO FUNNY,joy,Positive,train,0
W8NXH0Djyww,8,AND NOW WHAT I LOVED ABOUT THIS MOVIE WAS LIKE THE SUPPORTING CHARACTERS IN THIS MOVIE,joy,Positive,train,0
W8NXH0Djyww,11,THEYRE LIKE THE DUMB KINDA COWBOYS THAT DONT KNOW WHAT THEYRE DOING ALWAYS ASKING DUMB QUESTIONS STAYING SAYING STUPID SHIT,sadness,Negative,train,0
W8NXH0Djyww,10,UM THEY ALL PLAYED OFF EACH OTHER,joy,Positive,train,0
W8NXH0Djyww,13,AND THE STUFF HE SAID WAS JUST IT WAS JUST SO FUNNY,joy,Positive,train,0
W8NXH0Djyww,12,AND IT WAS JUST OH IT WAS HYSTERICAL,surprise,Positive,train,0
W8NXH0Djyww,15,ALL THE CINEMATOGRAPHY IN THIS MOVIE WAS GREAT,joy,Positive,train,0
W8NXH0Djyww,14,AND HE DID A WONDERFUL JOB,joy,Positive,train,0
W8NXH0Djyww,17,UM LIKE THIS MOVIE HAD GREAT ACTION SEQUENCES,joy,Positive,train,0
W8NXH0Djyww,16,LIKE ALL THE SUNSETS AND ALL THE LANDSCAPES OF THE FILMS THEY JUST LOOKED SO REALISTIC IN EVERY ALMOST EVERY SCENE,surprise,Positive,train,0
W8NXH0Djyww,19,OR NAH I WOULDNT SAY POSSUMS BUT PRAIRIE DOGS,sadness,Negative,train,0
W8NXH0Djyww,18,THIS AW THIS ONE REALLY COOL ACTION SEQUENCES WHERE LIKE THIS RONNY UH JOHNNY DEPPS POSSE THEY WERE GETTING CHASED BY ALL THESE LIKE POSSUMS,joy,Positive,train,0
W8NXH0Djyww,31,UM EVERYTHING ELSE HELD UP ITS OWN,joy,Positive,train,0
W8NXH0Djyww,30,BUT THAT DIDNT REALLY MATTER,anger,Negative,train,0
W8NXH0Djyww,32,UM DEFINITELY CHECK OUT THIS MOVIE RANGO UH IN A THEATRE NEAR YOU,surprise,Positive,train,0
WKA5OygbEKI,20,I DEFINITELY WILL BUY IT,neural,Neutral,valid,0
WKA5OygbEKI,21,BUT UH IT WAS WORTH THE FREE MOVIE PASSES THAT I USED ON IT,joy,Positive,valid,0
WKA5OygbEKI,22,AND THANKS FOR LISTENING TO ME RAMBLE,joy,Positive,valid,0
WKA5OygbEKI,1,UH I REALLY ENJOYED DOING THEM FOR THE PHILLY D MOVIE CLUB SO I THOUGHT OH WHY NOT,joy,Positive,valid,0
WKA5OygbEKI,3,UM I I LIKED A LOT OF THE MOVIE,joy,Positive,valid,0
WKA5OygbEKI,2,UH RANGO IS A REALLY CUTE MOVIE,joy,Positive,valid,0
WKA5OygbEKI,5,UM I PRETTY MUCH WILL GO SEE ANY MOVIE THAT KIND OF HAS AN INTERESTING PLOT IF HES IN IT,joy,Positive,valid,0
WKA5OygbEKI,4,I WILL ADMIT IM A BIG JOHNNY DEPP FAN,joy,Positive,valid,0
WKA5OygbEKI,7,I MEAN CORPSE BRIDE HES REALLY GOOD IN CORPSE BRIDE,joy,Positive,valid,0
WKA5OygbEKI,6,UM ITS NOT HIS BEST,anger,Negative,valid,0
WKA5OygbEKI,9,WELL ITS A JOHNNY DEPP MOVIE SO ITS ENTERTAINING,joy,Positive,valid,0
WKA5OygbEKI,8,AND RANGO KIND OF FALLS INTO THAT,neural,Neutral,valid,0
WKA5OygbEKI,11,OR SOMETHING I WOULD RECOMMEND,sadness,Negative,valid,0
WKA5OygbEKI,10,BUT ITS NOT SOMETHING THAT I WOULD GO BUY,anger,Negative,valid,0
