index	Dialogue_ID	Emotion	EndTime	Episode	Season	Sentiment	Speaker	SrNo	StartTime	Utterance	Utterance_ID	idx	elapse
dia529_utt2	529	neutral	00:18:06,000	14	6	neutral	Ross	5234	00:17:51,403	It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a	2	529_2	14.597000000000001
dia529_utt3	529	anger	00:18:06,000	14	6	negative	Rachel	5235	00:18:00,704	Ross, I am telling you that she is using you to get back at me!	3	529_3	5.296
dia529_utt4	529	neutral	0:18:09,640	14	6	neutral	Ross	5237	0:18:06,168	I think I can take care of myself, I’ll talk to you later.	4	529_4	3.4720000000000004
dia529_utt5	529	neutral	0:18:11,054	14	6	neutral	Ross	5238	0:18:09,640	Good-bye.	5	529_5	1.4140000000000001
dia529_utt6	529	surprise	00:18:13,716	14	6	positive	Ross	5239	00:18:12,091	Whoa!	6	529_6	1.625
dia529_utt7	529	neutral	00:18:18,679	14	6	neutral	Ross	5240	00:18:14,885	Uh, that was your sister actually.	7	529_7	3.794
dia529_utt8	529	neutral	00:18:21,182	14	6	neutral	Ross	5241	00:18:18,847	She-she thinks that you’re just using me.	8	529_8	2.335
dia529_utt9	529	neutral	00:18:23,726	14	6	neutral	Jill	5242	00:18:22,017	So?	9	529_9	1.709
dia530_utt0	530	sadness	0:18:58,068	25	3	negative	Phoebe	5243	0:18:57,136	I’m sorry.	0	530_0	0.932
dia530_utt1	530	surprise	0:18:59,697	25	3	negative	Phoebe Sr	5244	0:18:58,068	What are you doing here?!	1	530_1	1.629
dia530_utt2	530	neutral	00:19:03,850	25	3	neutral	Phoebe	5245	00:19:00,180	I-I, came to fill your ice cube trays.	2	530_2	3.6700000000000004
dia530_utt3	530	surprise	00:19:06,561	25	3	negative	Phoebe Sr	5246	00:19:05,102	What?!	3	530_3	1.459
dia530_utt4	530	neutral	00:19:12,358	25	3	neutral	Phoebe	5247	00:19:09,565	Umm, okay, okay, look.	4	530_4	2.793
dia530_utt5	530	anger	0:19:14,548	25	3	negative	Phoebe	5248	0:19:12,526	I took this picture from your fridge.	5	530_5	2.0220000000000002
dia530_utt6	530	anger	0:19:16,708	25	3	negative	Phoebe	5249	0:19:14,548	Okay, because I know that this is my Father.	6	530_6	2.16
dia530_utt7	530	anger	00:19:20,241	25	3	negative	Phoebe	5250	00:19:16,822	Yeah, this is Frank Buffay and you are standing right there next to him.	7	530_7	3.419
dia530_utt8	530	anger	00:19:23,202	25	3	negative	Phoebe	5251	00:19:20,784	Now, look I deserve to know where I came from.	8	530_8	2.418
dia530_utt9	530	anger	0:19:23,788	25	3	negative	Phoebe	5252	0:19:23,370	All right?	9	530_9	0.41800000000000004
dia530_utt10	530	anger	0:19:26,641	25	3	negative	Phoebe	5253	0:19:23,788	So if you can help me find my Father then you should!	10	530_10	2.853
dia530_utt11	530	anger	00:19:29,000	25	3	negative	Phoebe	5254	00:19:26,748	Otherwise, you’re just mean!	11	530_11	2.2520000000000002
dia530_utt12	530	anger	00:19:33,629	25	3	negative	Phoebe	5255	00:19:31,420	So, just tell me the truth!	12	530_12	2.209
dia530_utt13	530	neutral	00:19:40,052	25	3	neutral	Phoebe Sr	5256	00:19:34,089	All right, the man in the picture is Chuck Magioni.	13	530_13	5.963
dia530_utt14	530	surprise	00:19:44,974	25	3	negative	Phoebe	5257	00:19:42,181	My Father is Chuck Magioni?	14	530_14	2.793
dia530_utt15	530	neutral	00:19:53,816	25	3	neutral	Phoebe Sr	5258	00:19:45,142	No, no, that’s just Chuck Magioni, I-I sold him a house last year!	15	530_15	8.674000000000001
dia530_utt16	530	sadness	00:19:55,735	25	3	negative	Phoebe Sr	5259	00:19:49,605	And I’m very sorry, but I don’t know where your Father is, and that’s the truth.	16	530_16	6.130000000000001
dia530_utt17	530	sadness	00:19:57,570	25	3	negative	Phoebe	5260	00:19:56,320	Oh.	17	530_17	1.25
dia530_utt18	530	neutral	00:20:00,406	25	3	neutral	Phoebe Sr	5261	00:19:57,946	But umm, you’re right.	18	530_18	2.46
dia530_utt19	530	neutral	00:20:03,951	25	3	neutral	Phoebe Sr	5262	00:20:00,991	I think that a person should know where they come from.	19	530_19	2.96
dia530_utt20	530	neutral	00:20:14,629	25	3	neutral	Phoebe Sr	5263	00:20:04,620	Wh-which is why I ah,  ahh,  okay.	20	530_20	10.009
dia530_utt21	530	neutral	00:20:17,340	25	3	neutral	Phoebe Sr	5264	00:20:15,672	I’m your mother.	21	530_21	1.6680000000000001
dia530_utt22	530	surprise	00:20:21,677	25	3	negative	Phoebe	5265	00:20:20,177	Heh?	22	530_22	1.5
dia530_utt23	530	sadness	00:20:27,642	25	3	negative	Phoebe Sr	5266	00:20:22,512	Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...	23	530_23	5.13
dia531_utt0	531	surprise	00:20:04,327	4	6	negative	A Student	5267	00:20:01,742	What’s happening to your accent?	0	531_0	2.585
dia531_utt1	531	surprise	0:20:07,976	4	6	negative	Ross	5268	0:20:07,164	Come again?	1	531_1	0.812
dia531_utt2	531	fear	0:20:10,173	4	6	negative	Ross	5269	0:20:07,976	What’s-what’s this nonsense?	2	531_2	2.197
dia531_utt3	531	sadness	00:20:16,964	4	6	negative	Ross	5270	00:20:14,213	All right, I’m-I’m not English.	3	531_3	2.7510000000000003
dia531_utt4	531	neutral	00:20:20,927	4	6	neutral	Ross	5271	00:20:18,592	I’m from Long Island.	4	531_4	2.335
dia531_utt5	531	sadness	00:20:25,806	4	6	negative	Ross	5272	00:20:21,428	I was really nervous and the accent just uh, just came out.	5	531_5	4.378
dia531_utt6	531	sadness	00:20:28,184	4	6	negative	Ross	5273	00:20:25,974	I’m sorry.	6	531_6	2.21
dia531_utt7	531	neutral	00:20:33,022	4	6	neutral	Ross	5274	00:20:30,062	So, if we could just get back to the lecture.	7	531_7	2.96
dia531_utt8	531	neutral	00:20:36,984	4	6	neutral	Ross	5275	00:20:33,732	Umm, were there any questions?	8	531_8	3.2520000000000002
dia531_utt9	531	neutral	00:20:41,322	4	6	neutral	Ross	5276	00:20:39,696	About paleontology.	9	531_9	1.6260000000000001
dia531_utt10	531	anger	00:20:47,703	4	6	negative	Ross	5277	00:20:43,867	All right, look I was just trying to make a good first impression.	10	531_10	3.8360000000000003
dia531_utt11	531	sadness	00:20:49,747	4	6	negative	Ross	5278	00:20:47,871	Obviously, I screwed up.	11	531_11	1.8760000000000001
dia531_utt12	531	neutral	00:20:55,294	4	6	neutral	Ross	5279	00:20:49,915	But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.	12	531_12	5.3790000000000004
dia531_utt13	531	neutral	00:20:58,839	4	6	neutral	Ross	5280	00:20:55,462	So if you just give me another chance to make a good impression	13	531_13	3.3770000000000002
dia531_utt14	531	anger	00:21:06,055	4	6	negative	Rachel	5281	00:21:00,425	Ross!! Are you crazy?! I am	14	531_14	5.630000000000001
dia531_utt15	531	surprise	00:21:17,775	4	6	positive	Ross	5282	00:21:16,024	Well, hello Rachel!	15	531_15	1.7510000000000001
dia532_utt0	532	neutral	00:10:31,046	12	9	neutral	Chandler	5283	00:10:28,794	Where you going, Joe?	0	532_0	2.2520000000000002
dia532_utt1	532	neutral	00:10:37,135	12	9	neutral	Joey	5284	00:10:35,426	For a walk.	1	532_1	1.709
dia532_utt2	532	neutral	00:10:39,304	12	9	neutral	Chandler	5285	00:10:37,303	Oh. You mind if I join you?	2	532_2	2.0010000000000003
dia532_utt3	532	neutral	00:10:44,851	12	9	neutral	Joey	5286	00:10:39,555	Actually, that will be long. You know, I really need to organize    my thoughts.	3	532_3	5.296
dia532_utt4	532	surprise	00:10:48,355	12	9	positive	Chandler	5287	00:10:46,103	Your thoughts? Plural?	4	532_4	2.2520000000000002
dia532_utt5	532	joy	00:10:57,906	12	9	positive	Joey	5288	00:10:55,780	Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!	5	532_5	2.1260000000000003
dia532_utt6	532	neutral	0:11:01,010	12	9	neutral	Chandler	5289	0:10:58,908	I'm afraid I can't let you do that, Joe.	6	532_6	2.1020000000000003
dia532_utt7	532	anger	0:11:02,514	12	9	negative	Joey	5290	0:11:01,010	Now YOU'RE telling me I can't see her??	7	532_7	1.504
dia532_utt8	532	sadness	0:11:04,122	12	9	negative	Joey	5291	0:11:02,620	You guys are killing me!	8	532_8	1.502
dia532_utt9	532	sadness	0:11:07,186	12	9	negative	Joey	5292	0:11:04,122	She's forbidden fruit!	9	532_9	3.064
dia532_utt10	532	sadness	00:11:17,092	12	9	negative	Joey	5293	00:11:07,291	It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?	10	532_10	9.801
dia532_utt11	532	neutral	00:11:17,092	12	9	neutral	Joey	5294	00:11:14,840	Did Ross tell you not to let me go over    there?	11	532_11	2.2520000000000002
dia532_utt12	532	neutral	00:11:20,011	12	9	neutral	Chandler	5295	00:11:17,301	Yes, as a matter of fact he did, so I can't let you go.	12	532_12	2.71
dia532_utt13	532	anger	00:11:31,022	12	9	negative	Joey	5296	00:11:20,221	Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.	13	532_13	10.801
dia532_utt14	532	surprise	00:11:31,022	12	9	positive	Chandler	5297	00:11:28,896	Great novels?	14	532_14	2.1260000000000003
dia532_utt15	532	neutral	00:11:33,817	12	9	neutral	Joey	5298	00:11:31,232	Fine ... mediocre porn	15	532_15	2.585
dia533_utt0	533	neutral	00:16:18,685	9	7	neutral	Rachel	5299	00:16:11,428	Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office.	0	533_0	7.257000000000001
dia533_utt1	533	neutral	00:16:22,939	9	7	neutral	Rachel	5300	00:16:18,894	Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.	1	533_1	4.045
dia533_utt2	533	sadness	00:16:26,401	9	7	negative	Tag	5301	00:16:23,148	That’s kinda sad.	2	533_2	3.253
dia533_utt3	533	neutral	00:16:34,200	9	7	neutral	Rachel	5302	00:16:26,819	Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,	3	533_3	7.381
dia533_utt4	533	joy	0:16:34,962	9	7	positive	Tag	5303	0:16:34,410	Got it!	4	533_4	0.552
dia533_utt5	533	joy	0:16:35,840	9	7	positive	Rachel	5304	0:16:34,962	Let’s roll!	5	533_5	0.878
dia533_utt6	533	neutral	00:16:39,706	9	7	neutral	Mr. Zelner	5305	00:16:37,496	Hello Rachel, you uh, got a minute?	6	533_6	2.21
dia533_utt7	533	neutral	00:16:47,130	9	7	neutral	Rachel	5306	00:16:45,546	Yeah, sure Mr. Zelner, for you anything—minute. Okay. Fine.  Abort the plan, abort the plan.	7	533_7	1.584
dia533_utt8	533	neutral	00:16:50,591	9	7	neutral	Mr. Zelner	5307	00:16:47,923	Uh actually, I’d like to speak with both of you.	8	533_8	2.668
dia533_utt9	533	neutral	00:16:57,849	9	7	neutral	Rachel	5308	00:16:51,051	Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?	9	533_9	6.798
dia534_utt0	534	neutral	00:21:16,482	19	7	neutral	Phoebe	5309	00:21:14,147	Cassie, are you finding everything okay in there?	0	534_0	2.335
dia534_utt1	534	neutral	00:21:19,443	19	7	neutral	Cassie	5310	00:21:16,650	Yeah! Thank you so much for letting me stay here.	1	534_1	2.793
dia534_utt2	534	joy	00:21:21,821	19	7	positive	Phoebe	5311	00:21:19,611	Oh! No problem! I	2	534_2	2.21
dia534_utt3	534	surprise	00:21:41,048	19	7	positive	Cassie	5312	00:21:40,007	What?	3	534_3	1.0410000000000001
dia535_utt0	535	neutral	0:07:01,337	24	3	neutral	Hoshi	5313	0:07:00,294	You are iron.	0	535_0	1.0430000000000001
dia535_utt1	535	joy	0:07:03,186	24	3	positive	Hoshi	5314	0:07:01,337	You are steel!	1	535_1	1.8490000000000002
dia535_utt2	535	anger	00:07:09,678	24	3	negative	Hoshi	5315	00:07:03,840	Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?	2	535_2	5.838
dia535_utt3	535	neutral	00:07:13,432	24	3	neutral	Pete	5316	00:07:09,929	I told you, we’re adding new operators all the time. Could we concentrate on my training?	3	535_3	3.503
dia536_utt0	536	surprise	00:07:22,858	2	4	negative	Rachel	5317	00:07:20,064	I mean why, of all people would you want to go out with Chip?!	0	536_0	2.794
dia536_utt1	536	neutral	00:07:24,776	2	4	neutral	Monica	5318	00:07:23,025	Look, you and I went to different high schools...	1	536_1	1.7510000000000001
dia536_utt2	536	neutral	00:07:27,946	2	4	neutral	Rachel	5319	00:07:24,944	Okay, that doesn’t help me, because we went to the same high school.	2	536_2	3.0020000000000002
dia536_utt3	536	neutral	00:07:34,494	2	4	neutral	Monica	5320	00:07:28,114	You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket.	3	536_3	6.380000000000001
dia536_utt4	536	sadness	0:07:38,834	2	4	negative	Monica	5321	0:07:34,662	I went to one where I wore a band uniform they had to have specially made.	4	536_4	4.172000000000001
dia536_utt5	536	surprise	0:07:38,972	2	4	negative	Rachel	5322	0:07:38,834	They had to have that specially made?!	5	536_5	0.138
dia536_utt6	536	neutral	00:07:47,299	2	4	neutral	Monica	5323	00:07:45,214	It was a project for one of the Home Ec classes.	6	536_6	2.085
dia536_utt7	536	surprise	00:07:52,721	2	4	negative	Rachel	5324	00:07:49,260	Oh my God, they told us that was for the mascot!	7	536_7	3.4610000000000003
dia536_utt8	536	surprise	00:08:03,482	2	4	positive	Monica	5325	00:07:55,558	Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.	8	536_8	7.924
dia536_utt9	536	joy	0:08:06,277	2	4	positive	Monica	5326	0:08:03,649	And the fat girl inside of me really wants to go.	9	536_9	2.628
dia536_utt10	536	neutral	0:08:07,795	2	4	neutral	Monica	5327	0:08:06,277	I-I owe her this.	10	536_10	1.518
dia536_utt11	536	neutral	00:08:09,654	2	4	neutral	Monica	5328	00:08:07,904	I never let her eat.	11	536_11	1.75
dia536_utt12	536	neutral	0:08:12,912	2	4	neutral	Rachel	5329	0:08:10,490	Oh, you go out with him.	12	536_12	2.422
dia536_utt13	536	surprise	0:08:13,136	2	4	positive	Monica	5330	0:08:12,912	Oh, really?!	13	536_13	0.224
dia536_utt14	536	neutral	00:08:18,705	2	4	neutral	Rachel	5331	00:08:13,242	Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?	14	536_14	5.463
dia536_utt15	536	neutral	00:08:20,790	2	4	neutral	Monica	5332	00:08:19,081	I’ll try.	15	536_15	1.709
dia537_utt0	537	neutral	00:12:15,483	10	6	neutral	Joey	5333	00:12:04,432	Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with.	0	537_0	11.051
dia537_utt1	537	neutral	00:12:19,154	10	6	neutral	Joey	5334	00:12:16,193	Yeah, yeah, okay.	1	537_1	2.9610000000000003
dia537_utt2	537	joy	00:12:29,164	10	6	positive	Joey	5335	00:12:22,032	Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if..	2	537_2	7.132000000000001
dia537_utt3	537	anger	00:12:35,295	10	6	negative	Joey	5336	00:12:31,208	Oh come on man, you can dance with my partner, she’s real, uh, mellow!	3	537_3	4.087000000000001
dia537_utt4	537	neutral	00:12:42,844	10	6	neutral	Joey	5337	00:12:40,384	Well, I was hoping after tonight that maybe I could you know	4	537_4	2.46
dia538_utt0	538	anger	00:08:33,053	11	6	negative	Rachel	5338	00:08:31,511	Ross, get over it! It’s not like she hates you.	0	538_0	1.542
dia538_utt1	538	sadness	00:08:35,430	11	6	negative	Ross	5339	00:08:33,221	Yeah but	1	538_1	2.209
dia538_utt2	538	neutral	00:08:49,069	11	6	neutral	Rachel	5340	00:08:45,358	Ross, she’s not weird, she just wants her stuff to be one of a kind.	2	538_2	3.7110000000000003
dia538_utt3	538	anger	00:08:53,823	11	6	negative	Ross	5341	00:08:49,237	Huh. Y’know what’s not one of a kind? A twin!	3	538_3	4.586
dia538_utt4	538	joy	00:09:01,373	11	6	positive	Rachel	5345	00:08:58,663	Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!	4	538_4	2.71
dia538_utt5	538	joy	00:09:05,252	11	6	positive	Phoebe	5346	00:09:01,582	Okay. Hey—Ooh, cool sheets!	5	538_5	3.6700000000000004
dia538_utt6	538	joy	00:09:08,213	11	6	positive	Ross	5347	00:09:01,582	Oh, you like it? You wanna know where I got it?	6	538_6	6.631
dia538_utt7	538	joy	00:09:08,213	11	6	positive	Phoebe	5348	00:09:05,419	Sure!	7	538_7	2.794
dia538_utt8	538	joy	00:09:09,798	11	6	positive	Rachel	5349	00:09:08,381	He got it a flea market!	8	538_8	1.417
dia538_utt9	538	disgust	00:09:17,889	11	6	negative	Phoebe	5350	00:09:11,300	You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.	9	538_9	6.589
dia539_utt0	539	neutral	00:01:09,443	12	9	neutral	Rachel	5351	00:01:08,318	And Joey?	0	539_0	1.125
dia539_utt1	539	neutral	00:01:11,487	12	9	neutral	Joey	5352	00:01:09,694	How do you think she's doing?	1	539_1	1.7930000000000001
dia539_utt2	539	surprise	00:01:16,116	12	9	positive	Rachel	5353	00:01:13,656	Am I the only one who doesn't think that she's hot? Ross?	2	539_2	2.46
dia539_utt3	539	surprise	00:01:23,499	12	9	positive	Ross	5354	00:01:16,326	Eh, I mean, I mena she's not unattractive but hot? I ....	3	539_3	7.173
dia539_utt4	539	joy	00:01:25,751	12	9	positive	Rachel	5355	00:01:23,917	Thank you!	4	539_4	1.834
dia539_utt5	539	neutral	00:01:29,296	12	9	neutral	Chandler	5356	00:01:28,004	Now that Rachel's gone?	5	539_5	1.292
dia539_utt6	539	sadness	00:01:32,049	12	9	negative	Rachel	5357	00:01:29,506	So hot I cried myself to sleep last night.	6	539_6	2.543
dia540_utt0	540	sadness	00:04:38,193	5	1	negative	Monica	5358	00:04:30,937	Oh, god help us.	0	540_0	7.256
dia540_utt1	540	surprise	00:05:51,808	5	1	negative	Joey	5359	00:05:50,350	What?	1	540_1	1.4580000000000002
dia540_utt2	540	disgust	00:06:34,267	5	1	negative	Monica	5360	00:06:31,891	Ugly Naked Guy's laying kitchen tile. Eww!	2	540_2	2.3760000000000003
dia540_utt3	540	disgust	00:06:45,445	5	1	negative	Joey	5361	00:06:38,147	Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.	3	540_3	7.298
dia540_utt5	540	sadness	00:06:59,668	5	1	negative	Joey	5363	00:06:49,200	I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?	5	540_5	10.468
dia541_utt0	541	joy	00:13:54,457	15	6	positive	Ross	5364	00:13:48,744	So honey, this morning was fun, huh? Me hopping in on you in the shower there.	0	541_0	5.713
dia541_utt1	541	joy	00:13:58,336	15	6	positive	Carol	5365	00:13:54,625	Yeah! And maybe someday we could get a place with two bathrooms.	1	541_1	3.7110000000000003
dia541_utt2	541	neutral	00:14:08,596	15	6	neutral	Ross	5366	00:14:01,841	Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.	2	541_2	6.755000000000001
dia541_utt3	541	surprise	0:14:09,516	15	6	positive	Carol	5367	0:14:08,848	What do you mean?	3	541_3	0.668
dia541_utt4	541	sadness	0:14:12,172	15	6	negative	Ross	5368	0:14:09,516	Carol our sex life is—it’s just not working	4	541_4	2.656
dia541_utt5	541	joy	00:14:15,854	15	6	positive	Ross	5369	00:14:12,309	Hey there little fella!	5	541_5	3.5450000000000004
dia541_utt6	541	neutral	00:14:17,981	15	6	neutral	Ross	5370	00:14:16,021	Hey, uh-hey, why don’t we get some shoes on ya, huh?	6	541_6	1.9600000000000002
dia541_utt7	541	joy	00:14:21,276	15	6	positive	Ross	5371	00:14:18,128	Hey, why don’t you show dad how you can put your shoes on, in your room!	7	541_7	3.148
dia541_utt8	541	joy	00:14:23,444	15	6	positive	Ross	5372	00:14:21,485	Yay!	8	541_8	1.959
dia541_utt9	541	joy	0:14:22,237	15	6	positive	Ben	5374	0:14:21,485	Yay!	9	541_9	0.752
dia541_utt10	541	joy	0:14:23,491	15	6	positive	Ross	5375	0:14:22,237	Yay!	10	541_10	1.254
dia541_utt11	541	neutral	00:14:34,205	15	6	neutral	Ross	5376	00:14:25,698	Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.	11	541_11	8.507
dia541_utt12	541	neutral	00:14:34,205	15	6	neutral	Ross	5378	00:14:31,328	For fun?	12	541_12	2.8770000000000002
dia541_utt13	541	surprise	00:14:38,042	15	6	positive	Carol	5379	00:14:34,373	Like what?	13	541_13	3.669
dia541_utt14	541	joy	00:14:45,133	15	6	positive	Ross	5380	00:14:34,373	Well I don’t know umm,  what if we were too tie each other up?	14	541_14	10.76
dia541_utt15	541	neutral	00:14:56,728	15	6	neutral	Ross	5381	00:14:52,224	Umm, some people eat stuff off one another.	15	541_15	4.5040000000000004
dia541_utt16	541	disgust	00:14:59,981	15	6	negative	Ross	5382	00:14:58,355	Nah!	16	541_16	1.6260000000000001
dia541_utt17	541	neutral	00:15:04,402	15	6	neutral	Ross	5383	00:15:00,232	Umm, y’know we-we could try dirty talk?	17	541_17	4.17
dia541_utt18	541	neutral	0:15:08,658	15	6	neutral	Ross	5384	0:15:05,821	Umm, we could, we could have a threesome.	18	541_18	2.837
dia541_utt19	541	joy	0:15:10,008	15	6	positive	Carol	5385	0:15:08,658	I love that idea!	19	541_19	1.35
dia542_utt0	542	neutral	00:00:05,713	21	3	neutral	Rachel	5387	00:00:02,711	So who’s idea was it to put everybody in the diner on skates?	0	542_0	3.0020000000000002
dia542_utt1	542	anger	00:00:08,924	21	3	negative	Monica	5388	00:00:05,880	Oh, some idiot customer put a suggestion in the suggestion box.	1	542_1	3.044
dia542_utt2	542	surprise	0:00:10,889	21	3	positive	Phoebe	5389	0:00:09,217	Oh my God, they took my idea!	2	542_2	1.6720000000000002
dia542_utt3	542	surprise	0:00:11,351	21	3	negative	Monica	5390	0:00:10,889	That was you?!	3	542_3	0.462
dia542_utt4	542	joy	00:00:14,680	21	3	positive	Phoebe	5391	00:00:11,469	Yeah! Okay, here you go.	4	542_4	3.2110000000000003
dia542_utt5	542	neutral	00:00:17,057	21	3	neutral	Gunther	5392	00:00:15,306	Rachel, I made you a cocoa.	5	542_5	1.7510000000000001
dia542_utt6	542	surprise	0:00:22,439	21	3	negative	Phoebe	5393	0:00:21,104	Oh my God, are you guys okay?	6	542_6	1.3350000000000002
dia542_utt7	542	surprise	0:00:23,321	21	3	negative	Gunther	5394	0:00:22,439	Are you all right?	7	542_7	0.882
dia542_utt8	542	surprise	0:00:23,763	21	3	positive	Joey	5395	0:00:23,321	Oh my.	8	542_8	0.442
dia543_utt0	543	anger	00:20:33,814	22	2	negative	Rachel	5396	00:20:32,356	Sit!	0	543_0	1.4580000000000002
dia543_utt1	543	neutral	00:20:41,197	22	2	neutral	Joshua	5397	00:20:39,863	Hi.	1	543_1	1.334
dia543_utt2	543	surprise	00:20:43,824	22	2	positive	Rachel	5398	00:20:41,365	Oh my gosh, Joshua!	2	543_2	2.459
dia544_utt0	544	neutral	00:20:49,288	16	4	neutral	Joshua	5399	00:20:46,161	All those things I said about not being ready	0	544_0	3.1270000000000002
dia544_utt1	544	fear	0:20:50,465	16	4	negative	Rachel	5400	0:20:49,623	They’re not true?	1	544_1	0.8420000000000001
dia544_utt2	544	neutral	0:20:52,099	16	4	neutral	Joshua	5401	0:20:50,465	No, they’re-they’re all true.	2	544_2	1.6340000000000001
dia544_utt3	544	joy	00:20:53,501	16	4	positive	Rachel	5402	00:20:52,209	Oh.	3	544_3	1.292
dia544_utt4	544	neutral	00:20:55,878	16	4	neutral	Joshua	5403	00:20:54,836	But	4	544_4	1.042
dia544_utt5	544	surprise	00:21:00,758	16	4	positive	Rachel	5404	00:20:54,836	Oh! Oh, I love that but.	5	544_5	5.922000000000001
dia544_utt6	544	neutral	00:21:13,646	16	4	neutral	Rachel	5405	00:21:11,311	You wanna go inside and have some coffee?	6	544_6	2.335
dia544_utt7	544	neutral	00:21:15,856	16	4	neutral	Joshua	5406	00:21:13,814	Yeah.	7	544_7	2.0420000000000003
dia544_utt8	544	neutral	00:21:25,032	16	4	neutral	Rachel	5407	00:21:22,823	Okay.  Every time.	8	544_8	2.209
dia545_utt0	545	anger	00:13:12,248	9	1	negative	Monica	5413	00:13:07,411	What, Phoebe, did you whip the potatoes? Ross needs lumps!	0	545_0	4.837000000000001
dia545_utt1	545	sadness	00:13:19,798	9	1	negative	Phoebe	5414	00:13:12,416	Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.	1	545_1	7.382000000000001
dia545_utt2	545	surprise	00:13:21,466	9	1	negative	Monica	5415	00:13:20,007	Why would we do that?	2	545_2	1.459
dia545_utt3	545	sadness	00:13:25,720	9	1	negative	Phoebe	5416	00:13:24,094	Well, 'cause then they'd be like my mom used to make them, you know, before she died.	3	545_3	1.6260000000000001
dia545_utt4	545	neutral	00:13:32,227	9	1	neutral	Monica	5417	00:13:28,474	Ok, three kinds of potatoes coming up.	4	545_4	3.753
dia545_utt5	545	joy	00:13:41,653	9	1	positive	Rachel	5418	00:13:33,729	Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!	5	545_5	7.924
dia545_utt6	545	surprise	00:13:46,741	9	1	negative	Chandler	5419	00:13:43,155	The most unbelievable thing has happened. Underdog has just gotten away.	6	545_6	3.5860000000000003
dia545_utt7	545	neutral	00:13:50,537	9	1	neutral	Joey	5420	00:13:46,909	The balloon?	7	545_7	3.628
dia545_utt8	545	neutral	00:13:56,709	9	1	neutral	Chandler	5421	00:13:46,909	No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached	8	545_8	9.8
dia545_utt9	545	neutral	00:14:03,550	9	1	neutral	Rachel	5422	00:14:00,381	I can't, I gotta go.	9	545_9	3.169
dia545_utt10	545	surprise	00:14:09,222	9	1	negative	Chandler	5423	00:14:03,717	Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?	10	545_10	5.505000000000001
dia545_utt11	545	anger	00:14:09,222	9	1	negative	Phoebe	5424	00:14:06,220	Almost never.	11	545_11	3.0020000000000002
dia545_utt12	545	neutral	0:14:10,517	9	1	neutral	Monica	5425	0:14:09,849	Got the keys?	12	545_12	0.668
dia545_utt13	545	neutral	0:14:13,258	9	1	neutral	Rachel	5426	0:14:10,517	Ok.	13	545_13	2.741
dia546_utt0	546	neutral	00:05:13,013	21	1	neutral	Monica	5427	00:05:11,436	What d'you think?	0	546_0	1.5770000000000002
dia546_utt1	546	neutral	00:05:15,272	21	1	neutral	Joey	5428	00:05:13,271	Lot of things.	1	546_1	2.0010000000000003
dia546_utt2	546	neutral	00:05:18,108	21	1	neutral	Rachel	5429	00:05:16,232	Which one do you think she is?	2	546_2	1.8760000000000001
dia546_utt3	546	neutral	00:05:19,943	21	1	neutral	Teacher	5430	00:05:18,318	May I help you?	3	546_3	1.625
dia546_utt4	546	neutral	00:05:21,862	21	1	neutral	Monica	5431	00:05:20,111	Oh, no thanks, we're just here to observe.	4	546_4	1.7510000000000001
dia546_utt5	546	neutral	00:05:25,907	21	1	neutral	Teacher	5432	00:05:22,071	You don't observe a dance class. You	5	546_5	3.8360000000000003
dia546_utt6	546	neutral	00:05:32,039	21	1	neutral	Rachel	5433	00:05:30,788	What does she mean?	6	546_6	1.2510000000000001
dia546_utt7	546	neutral	00:05:34,082	21	1	neutral	Phoebe	5434	00:05:32,248	I think she means  'You	7	546_7	1.834
